year,peru_copper_production_ton,peru_copper_production_yoy_pct,peru_mining_employment,peru_mining_employment_yoy_pct,production_source,employment_source,issue
2016,2133700.0,40.07089870675507,,,BCRP_MINEM_PM05146AA,,large_production_yoy
