date,global_economic_policy_uncertainty_index,global_economic_policy_uncertainty_ppp_index
2021-03-01,210.0523170675452,216.7389733392292
2021-04-01,192.0857225447632,200.9509330203931
2021-05-01,171.9418584556911,176.7745600815711
2021-06-01,169.204550195314,178.4462316165855
2021-07-01,187.2361273456867,185.7838587931415
2021-08-01,198.8755712479253,203.164907493904
2021-09-01,209.316452710619,214.4950804347878
2021-10-01,185.6166866638104,190.5777033118494
2021-11-01,227.1509384601621,228.1256439534578
2021-12-01,255.1176524206504,259.6712633038655
2022-01-01,219.4461014359251,227.1494153362959
2022-02-01,174.4912748810745,186.120661876726
2022-03-01,294.549307146501,298.2103545219182
2022-04-01,266.7292056070433,286.0487397662052
2022-05-01,272.0766368041027,282.1409467791809
2022-06-01,244.3804256646736,259.4305239349331
2022-07-01,289.0957544188351,297.8185093160875
2022-08-01,233.4607486603733,236.9305988619707
2022-09-01,246.5827619465092,250.8763872048833
2022-10-01,262.0094942610033,264.4580199277571
2022-11-01,306.9710823677368,318.4405482745888
2022-12-01,236.6894037532056,250.2920380872795
2023-01-01,215.8431913288959,224.8058425468969
2023-02-01,238.645802951216,255.836320138039
2023-03-01,309.5977465522528,328.430715361775
2023-04-01,252.6827725769821,278.5201662940306
2023-05-01,208.3970521425657,207.1347744640332
2023-06-01,219.3946072700828,233.8851828745028
2023-07-01,189.5729562861208,198.4118824871652
2023-08-01,172.9686236799421,183.1636024608484
2023-09-01,198.0087148380819,207.7990765142122
2023-10-01,188.2813040745269,196.4452744713921
2023-11-01,205.6337797626443,217.2920894534846
2023-12-01,219.8410951428903,244.6863019391119
2024-01-01,236.3050410118459,256.6657807554037
2024-02-01,165.0627596436648,177.9411333230056
2024-03-01,176.2217776782957,183.39017578228
2024-04-01,168.6065823008674,173.697526945029
2024-05-01,180.9289251401781,185.5115388206128
2024-06-01,171.6679948930546,173.4574814890773
2024-07-01,224.1873122274258,237.4917742931215
2024-08-01,189.1592035194477,198.6670484135741
2024-09-01,199.9963320790349,207.4529278015899
2024-10-01,202.388779669657,210.1102801252523
2024-11-01,279.0426805237499,275.8433900651909
2024-12-01,322.9773972361512,327.8892240572021
2025-01-01,306.562831668141,304.3881421955219
2025-02-01,328.7735912157621,320.0193872564907
2025-03-01,469.3794115840456,456.9830369663198
2025-04-01,620.8833819301921,575.2545348383933
2025-05-01,505.1684096720606,470.7720590716454
2025-06-01,365.6264776211516,352.8189282285388
2025-07-01,401.5236234164087,382.1215963950264
2025-08-01,338.5069720868458,320.6935411582914
2025-09-01,304.9854012596928,290.6050813967091
2025-10-01,397.5996561082139,410.3934319560861
2025-11-01,364.9750082862698,369.6068410899477
2025-12-01,332.4252251765477,346.4858779708719
2026-01-01,375.6302365321833,368.7719608241794
2026-02-01,350.9060943167703,358.6322534998307
2026-03-01,445.8538602646532,464.2897914247416
2026-04-01,342.4328935785323,346.2288787832775
2026-05-01,321.5902358773562,318.3625346474784
2026-06-01,282.7154703306027,279.0340131880814
2026-07-01,241.6904910005747,236.256033970068
