feature,raw_feature,category,source_frequency,transform,lag_months,leakage_safe
uk_ftse100_pct_change_3m,uk_ftse100,equities_indices,monthly,pct_change,3,True
uk_ftse100_pct_change_12m,uk_ftse100,equities_indices,monthly,pct_change,12,True
usa_dow_jones_lag_1,usa_dow_jones,equities_indices,monthly,lag,1,True
usa_dow_jones_lag_3,usa_dow_jones,equities_indices,monthly,lag,3,True
usa_dow_jones_lag_6,usa_dow_jones,equities_indices,monthly,lag,6,True
usa_dow_jones_lag_12,usa_dow_jones,equities_indices,monthly,lag,12,True
usa_dow_jones_change_1m,usa_dow_jones,equities_indices,monthly,absolute_change,1,True
usa_dow_jones_pct_change_1m,usa_dow_jones,equities_indices,monthly,pct_change,1,True
usa_dow_jones_pct_change_3m,usa_dow_jones,equities_indices,monthly,pct_change,3,True
usa_dow_jones_pct_change_12m,usa_dow_jones,equities_indices,monthly,pct_change,12,True
usa_nasdaq_composite_lag_1,usa_nasdaq_composite,equities_indices,monthly,lag,1,True
usa_nasdaq_composite_lag_3,usa_nasdaq_composite,equities_indices,monthly,lag,3,True
usa_nasdaq_composite_lag_6,usa_nasdaq_composite,equities_indices,monthly,lag,6,True
usa_nasdaq_composite_lag_12,usa_nasdaq_composite,equities_indices,monthly,lag,12,True
usa_nasdaq_composite_change_1m,usa_nasdaq_composite,equities_indices,monthly,absolute_change,1,True
usa_nasdaq_composite_pct_change_1m,usa_nasdaq_composite,equities_indices,monthly,pct_change,1,True
usa_nasdaq_composite_pct_change_3m,usa_nasdaq_composite,equities_indices,monthly,pct_change,3,True
usa_nasdaq_composite_pct_change_12m,usa_nasdaq_composite,equities_indices,monthly,pct_change,12,True
usa_sp500_lag_1,usa_sp500,equities_indices,monthly,lag,1,True
usa_sp500_lag_3,usa_sp500,equities_indices,monthly,lag,3,True
usa_sp500_lag_6,usa_sp500,equities_indices,monthly,lag,6,True
usa_sp500_lag_12,usa_sp500,equities_indices,monthly,lag,12,True
usa_sp500_change_1m,usa_sp500,equities_indices,monthly,absolute_change,1,True
usa_sp500_pct_change_1m,usa_sp500,equities_indices,monthly,pct_change,1,True
usa_sp500_pct_change_3m,usa_sp500,equities_indices,monthly,pct_change,3,True
usa_sp500_pct_change_12m,usa_sp500,equities_indices,monthly,pct_change,12,True
australia_asx200_bhp_lag_1,australia_asx200_bhp,equities_companies,monthly,lag,1,True
australia_asx200_bhp_lag_3,australia_asx200_bhp,equities_companies,monthly,lag,3,True
australia_asx200_bhp_lag_6,australia_asx200_bhp,equities_companies,monthly,lag,6,True
australia_asx200_bhp_lag_12,australia_asx200_bhp,equities_companies,monthly,lag,12,True
australia_asx200_bhp_change_1m,australia_asx200_bhp,equities_companies,monthly,absolute_change,1,True
australia_asx200_bhp_pct_change_1m,australia_asx200_bhp,equities_companies,monthly,pct_change,1,True
australia_asx200_bhp_pct_change_3m,australia_asx200_bhp,equities_companies,monthly,pct_change,3,True
australia_asx200_bhp_pct_change_12m,australia_asx200_bhp,equities_companies,monthly,pct_change,12,True
australia_asx200_rio_tinto_lag_1,australia_asx200_rio_tinto,equities_companies,monthly,lag,1,True
australia_asx200_rio_tinto_lag_3,australia_asx200_rio_tinto,equities_companies,monthly,lag,3,True
australia_asx200_rio_tinto_lag_6,australia_asx200_rio_tinto,equities_companies,monthly,lag,6,True
australia_asx200_rio_tinto_lag_12,australia_asx200_rio_tinto,equities_companies,monthly,lag,12,True
australia_asx200_rio_tinto_change_1m,australia_asx200_rio_tinto,equities_companies,monthly,absolute_change,1,True
australia_asx200_rio_tinto_pct_change_1m,australia_asx200_rio_tinto,equities_companies,monthly,pct_change,1,True
australia_asx200_rio_tinto_pct_change_3m,australia_asx200_rio_tinto,equities_companies,monthly,pct_change,3,True
australia_asx200_rio_tinto_pct_change_12m,australia_asx200_rio_tinto,equities_companies,monthly,pct_change,12,True
canada_tsx_composite_capstone_copper_lag_1,canada_tsx_composite_capstone_copper,equities_companies,monthly,lag,1,True
canada_tsx_composite_capstone_copper_lag_3,canada_tsx_composite_capstone_copper,equities_companies,monthly,lag,3,True
canada_tsx_composite_capstone_copper_lag_6,canada_tsx_composite_capstone_copper,equities_companies,monthly,lag,6,True
canada_tsx_composite_capstone_copper_lag_12,canada_tsx_composite_capstone_copper,equities_companies,monthly,lag,12,True
canada_tsx_composite_capstone_copper_change_1m,canada_tsx_composite_capstone_copper,equities_companies,monthly,absolute_change,1,True
canada_tsx_composite_capstone_copper_pct_change_1m,canada_tsx_composite_capstone_copper,equities_companies,monthly,pct_change,1,True
canada_tsx_composite_capstone_copper_pct_change_3m,canada_tsx_composite_capstone_copper,equities_companies,monthly,pct_change,3,True
canada_tsx_composite_capstone_copper_pct_change_12m,canada_tsx_composite_capstone_copper,equities_companies,monthly,pct_change,12,True
canada_tsx_composite_first_quantum_minerals_lag_1,canada_tsx_composite_first_quantum_minerals,equities_companies,monthly,lag,1,True
canada_tsx_composite_first_quantum_minerals_lag_3,canada_tsx_composite_first_quantum_minerals,equities_companies,monthly,lag,3,True
canada_tsx_composite_first_quantum_minerals_lag_6,canada_tsx_composite_first_quantum_minerals,equities_companies,monthly,lag,6,True
canada_tsx_composite_first_quantum_minerals_lag_12,canada_tsx_composite_first_quantum_minerals,equities_companies,monthly,lag,12,True
canada_tsx_composite_first_quantum_minerals_change_1m,canada_tsx_composite_first_quantum_minerals,equities_companies,monthly,absolute_change,1,True
canada_tsx_composite_first_quantum_minerals_pct_change_1m,canada_tsx_composite_first_quantum_minerals,equities_companies,monthly,pct_change,1,True
canada_tsx_composite_first_quantum_minerals_pct_change_3m,canada_tsx_composite_first_quantum_minerals,equities_companies,monthly,pct_change,3,True
canada_tsx_composite_first_quantum_minerals_pct_change_12m,canada_tsx_composite_first_quantum_minerals,equities_companies,monthly,pct_change,12,True
canada_tsx_composite_hudbay_minerals_lag_1,canada_tsx_composite_hudbay_minerals,equities_companies,monthly,lag,1,True
canada_tsx_composite_hudbay_minerals_lag_3,canada_tsx_composite_hudbay_minerals,equities_companies,monthly,lag,3,True
canada_tsx_composite_hudbay_minerals_lag_6,canada_tsx_composite_hudbay_minerals,equities_companies,monthly,lag,6,True
canada_tsx_composite_hudbay_minerals_lag_12,canada_tsx_composite_hudbay_minerals,equities_companies,monthly,lag,12,True
canada_tsx_composite_hudbay_minerals_change_1m,canada_tsx_composite_hudbay_minerals,equities_companies,monthly,absolute_change,1,True
canada_tsx_composite_hudbay_minerals_pct_change_1m,canada_tsx_composite_hudbay_minerals,equities_companies,monthly,pct_change,1,True
canada_tsx_composite_hudbay_minerals_pct_change_3m,canada_tsx_composite_hudbay_minerals,equities_companies,monthly,pct_change,3,True
canada_tsx_composite_hudbay_minerals_pct_change_12m,canada_tsx_composite_hudbay_minerals,equities_companies,monthly,pct_change,12,True
canada_tsx_composite_lundin_mining_lag_1,canada_tsx_composite_lundin_mining,equities_companies,monthly,lag,1,True
canada_tsx_composite_lundin_mining_lag_3,canada_tsx_composite_lundin_mining,equities_companies,monthly,lag,3,True
canada_tsx_composite_lundin_mining_lag_6,canada_tsx_composite_lundin_mining,equities_companies,monthly,lag,6,True
canada_tsx_composite_lundin_mining_lag_12,canada_tsx_composite_lundin_mining,equities_companies,monthly,lag,12,True
canada_tsx_composite_lundin_mining_change_1m,canada_tsx_composite_lundin_mining,equities_companies,monthly,absolute_change,1,True
canada_tsx_composite_lundin_mining_pct_change_1m,canada_tsx_composite_lundin_mining,equities_companies,monthly,pct_change,1,True
canada_tsx_composite_lundin_mining_pct_change_3m,canada_tsx_composite_lundin_mining,equities_companies,monthly,pct_change,3,True
canada_tsx_composite_lundin_mining_pct_change_12m,canada_tsx_composite_lundin_mining,equities_companies,monthly,pct_change,12,True
canada_tsx_composite_teck_resources_lag_1,canada_tsx_composite_teck_resources,equities_companies,monthly,lag,1,True
canada_tsx_composite_teck_resources_lag_3,canada_tsx_composite_teck_resources,equities_companies,monthly,lag,3,True
canada_tsx_composite_teck_resources_lag_6,canada_tsx_composite_teck_resources,equities_companies,monthly,lag,6,True
canada_tsx_composite_teck_resources_lag_12,canada_tsx_composite_teck_resources,equities_companies,monthly,lag,12,True
canada_tsx_composite_teck_resources_change_1m,canada_tsx_composite_teck_resources,equities_companies,monthly,absolute_change,1,True
canada_tsx_composite_teck_resources_pct_change_1m,canada_tsx_composite_teck_resources,equities_companies,monthly,pct_change,1,True
canada_tsx_composite_teck_resources_pct_change_3m,canada_tsx_composite_teck_resources,equities_companies,monthly,pct_change,3,True
canada_tsx_composite_teck_resources_pct_change_12m,canada_tsx_composite_teck_resources,equities_companies,monthly,pct_change,12,True
china_csi300_jiangxi_copper_lag_1,china_csi300_jiangxi_copper,equities_companies,monthly,lag,1,True
china_csi300_jiangxi_copper_lag_3,china_csi300_jiangxi_copper,equities_companies,monthly,lag,3,True
china_csi300_jiangxi_copper_lag_6,china_csi300_jiangxi_copper,equities_companies,monthly,lag,6,True
china_csi300_jiangxi_copper_lag_12,china_csi300_jiangxi_copper,equities_companies,monthly,lag,12,True
china_csi300_jiangxi_copper_change_1m,china_csi300_jiangxi_copper,equities_companies,monthly,absolute_change,1,True
china_csi300_jiangxi_copper_pct_change_1m,china_csi300_jiangxi_copper,equities_companies,monthly,pct_change,1,True
china_csi300_jiangxi_copper_pct_change_3m,china_csi300_jiangxi_copper,equities_companies,monthly,pct_change,3,True
china_csi300_jiangxi_copper_pct_change_12m,china_csi300_jiangxi_copper,equities_companies,monthly,pct_change,12,True
germany_dax_aurubis_lag_1,germany_dax_aurubis,equities_companies,monthly,lag,1,True
germany_dax_aurubis_lag_3,germany_dax_aurubis,equities_companies,monthly,lag,3,True
germany_dax_aurubis_lag_6,germany_dax_aurubis,equities_companies,monthly,lag,6,True
germany_dax_aurubis_lag_12,germany_dax_aurubis,equities_companies,monthly,lag,12,True
germany_dax_aurubis_change_1m,germany_dax_aurubis,equities_companies,monthly,absolute_change,1,True
germany_dax_aurubis_pct_change_1m,germany_dax_aurubis,equities_companies,monthly,pct_change,1,True
germany_dax_aurubis_pct_change_3m,germany_dax_aurubis,equities_companies,monthly,pct_change,3,True
germany_dax_aurubis_pct_change_12m,germany_dax_aurubis,equities_companies,monthly,pct_change,12,True
hong_kong_hang_seng_zijin_mining_lag_1,hong_kong_hang_seng_zijin_mining,equities_companies,monthly,lag,1,True
hong_kong_hang_seng_zijin_mining_lag_3,hong_kong_hang_seng_zijin_mining,equities_companies,monthly,lag,3,True
hong_kong_hang_seng_zijin_mining_lag_6,hong_kong_hang_seng_zijin_mining,equities_companies,monthly,lag,6,True
hong_kong_hang_seng_zijin_mining_lag_12,hong_kong_hang_seng_zijin_mining,equities_companies,monthly,lag,12,True
hong_kong_hang_seng_zijin_mining_change_1m,hong_kong_hang_seng_zijin_mining,equities_companies,monthly,absolute_change,1,True
hong_kong_hang_seng_zijin_mining_pct_change_1m,hong_kong_hang_seng_zijin_mining,equities_companies,monthly,pct_change,1,True
hong_kong_hang_seng_zijin_mining_pct_change_3m,hong_kong_hang_seng_zijin_mining,equities_companies,monthly,pct_change,3,True
hong_kong_hang_seng_zijin_mining_pct_change_12m,hong_kong_hang_seng_zijin_mining,equities_companies,monthly,pct_change,12,True
poland_wig20_kghm_lag_1,poland_wig20_kghm,equities_companies,monthly,lag,1,True
poland_wig20_kghm_lag_3,poland_wig20_kghm,equities_companies,monthly,lag,3,True
poland_wig20_kghm_lag_6,poland_wig20_kghm,equities_companies,monthly,lag,6,True
poland_wig20_kghm_lag_12,poland_wig20_kghm,equities_companies,monthly,lag,12,True
poland_wig20_kghm_change_1m,poland_wig20_kghm,equities_companies,monthly,absolute_change,1,True
poland_wig20_kghm_pct_change_1m,poland_wig20_kghm,equities_companies,monthly,pct_change,1,True
poland_wig20_kghm_pct_change_3m,poland_wig20_kghm,equities_companies,monthly,pct_change,3,True
poland_wig20_kghm_pct_change_12m,poland_wig20_kghm,equities_companies,monthly,pct_change,12,True
uk_ftse100_antofagasta_lag_1,uk_ftse100_antofagasta,equities_companies,monthly,lag,1,True
uk_ftse100_antofagasta_lag_3,uk_ftse100_antofagasta,equities_companies,monthly,lag,3,True
uk_ftse100_antofagasta_lag_6,uk_ftse100_antofagasta,equities_companies,monthly,lag,6,True
uk_ftse100_antofagasta_lag_12,uk_ftse100_antofagasta,equities_companies,monthly,lag,12,True
uk_ftse100_antofagasta_change_1m,uk_ftse100_antofagasta,equities_companies,monthly,absolute_change,1,True
uk_ftse100_antofagasta_pct_change_1m,uk_ftse100_antofagasta,equities_companies,monthly,pct_change,1,True
uk_ftse100_antofagasta_pct_change_3m,uk_ftse100_antofagasta,equities_companies,monthly,pct_change,3,True
uk_ftse100_antofagasta_pct_change_12m,uk_ftse100_antofagasta,equities_companies,monthly,pct_change,12,True
uk_ftse100_glencore_lag_1,uk_ftse100_glencore,equities_companies,monthly,lag,1,True
uk_ftse100_glencore_lag_3,uk_ftse100_glencore,equities_companies,monthly,lag,3,True
uk_ftse100_glencore_lag_6,uk_ftse100_glencore,equities_companies,monthly,lag,6,True
uk_ftse100_glencore_lag_12,uk_ftse100_glencore,equities_companies,monthly,lag,12,True
uk_ftse100_glencore_change_1m,uk_ftse100_glencore,equities_companies,monthly,absolute_change,1,True
uk_ftse100_glencore_pct_change_1m,uk_ftse100_glencore,equities_companies,monthly,pct_change,1,True
uk_ftse100_glencore_pct_change_3m,uk_ftse100_glencore,equities_companies,monthly,pct_change,3,True
uk_ftse100_glencore_pct_change_12m,uk_ftse100_glencore,equities_companies,monthly,pct_change,12,True
usa_nyse_hecla_mining_lag_1,usa_nyse_hecla_mining,equities_companies,monthly,lag,1,True
usa_nyse_hecla_mining_lag_3,usa_nyse_hecla_mining,equities_companies,monthly,lag,3,True
usa_nyse_hecla_mining_lag_6,usa_nyse_hecla_mining,equities_companies,monthly,lag,6,True
usa_nyse_hecla_mining_lag_12,usa_nyse_hecla_mining,equities_companies,monthly,lag,12,True
usa_nyse_hecla_mining_change_1m,usa_nyse_hecla_mining,equities_companies,monthly,absolute_change,1,True
usa_nyse_hecla_mining_pct_change_1m,usa_nyse_hecla_mining,equities_companies,monthly,pct_change,1,True
usa_nyse_hecla_mining_pct_change_3m,usa_nyse_hecla_mining,equities_companies,monthly,pct_change,3,True
usa_nyse_hecla_mining_pct_change_12m,usa_nyse_hecla_mining,equities_companies,monthly,pct_change,12,True
usa_nyse_mp_materials_lag_1,usa_nyse_mp_materials,equities_companies,monthly,lag,1,True
usa_nyse_mp_materials_lag_3,usa_nyse_mp_materials,equities_companies,monthly,lag,3,True
usa_nyse_mp_materials_lag_6,usa_nyse_mp_materials,equities_companies,monthly,lag,6,True
usa_nyse_mp_materials_lag_12,usa_nyse_mp_materials,equities_companies,monthly,lag,12,True
usa_nyse_mp_materials_change_1m,usa_nyse_mp_materials,equities_companies,monthly,absolute_change,1,True
usa_nyse_mp_materials_pct_change_1m,usa_nyse_mp_materials,equities_companies,monthly,pct_change,1,True
usa_nyse_mp_materials_pct_change_3m,usa_nyse_mp_materials,equities_companies,monthly,pct_change,3,True
usa_nyse_mp_materials_pct_change_12m,usa_nyse_mp_materials,equities_companies,monthly,pct_change,12,True
usa_sp500_freeport_mcmoran_lag_1,usa_sp500_freeport_mcmoran,equities_companies,monthly,lag,1,True
usa_sp500_freeport_mcmoran_lag_3,usa_sp500_freeport_mcmoran,equities_companies,monthly,lag,3,True
usa_sp500_freeport_mcmoran_lag_6,usa_sp500_freeport_mcmoran,equities_companies,monthly,lag,6,True
usa_sp500_freeport_mcmoran_lag_12,usa_sp500_freeport_mcmoran,equities_companies,monthly,lag,12,True
usa_sp500_freeport_mcmoran_change_1m,usa_sp500_freeport_mcmoran,equities_companies,monthly,absolute_change,1,True
usa_sp500_freeport_mcmoran_pct_change_1m,usa_sp500_freeport_mcmoran,equities_companies,monthly,pct_change,1,True
usa_sp500_freeport_mcmoran_pct_change_3m,usa_sp500_freeport_mcmoran,equities_companies,monthly,pct_change,3,True
usa_sp500_freeport_mcmoran_pct_change_12m,usa_sp500_freeport_mcmoran,equities_companies,monthly,pct_change,12,True
usa_sp500_southern_copper_lag_1,usa_sp500_southern_copper,equities_companies,monthly,lag,1,True
usa_sp500_southern_copper_lag_3,usa_sp500_southern_copper,equities_companies,monthly,lag,3,True
usa_sp500_southern_copper_lag_6,usa_sp500_southern_copper,equities_companies,monthly,lag,6,True
usa_sp500_southern_copper_lag_12,usa_sp500_southern_copper,equities_companies,monthly,lag,12,True
usa_sp500_southern_copper_change_1m,usa_sp500_southern_copper,equities_companies,monthly,absolute_change,1,True
usa_sp500_southern_copper_pct_change_1m,usa_sp500_southern_copper,equities_companies,monthly,pct_change,1,True
usa_sp500_southern_copper_pct_change_3m,usa_sp500_southern_copper,equities_companies,monthly,pct_change,3,True
usa_sp500_southern_copper_pct_change_12m,usa_sp500_southern_copper,equities_companies,monthly,pct_change,12,True
peru_diesel_price_index_lag_1,peru_diesel_price_index,peru_cost_drivers,monthly,lag,1,True
peru_diesel_price_index_lag_3,peru_diesel_price_index,peru_cost_drivers,monthly,lag,3,True
peru_diesel_price_index_lag_6,peru_diesel_price_index,peru_cost_drivers,monthly,lag,6,True
peru_diesel_price_index_lag_12,peru_diesel_price_index,peru_cost_drivers,monthly,lag,12,True
peru_diesel_price_index_change_1m,peru_diesel_price_index,peru_cost_drivers,monthly,absolute_change,1,True
peru_diesel_price_index_pct_change_1m,peru_diesel_price_index,peru_cost_drivers,monthly,pct_change,1,True
peru_diesel_price_index_pct_change_3m,peru_diesel_price_index,peru_cost_drivers,monthly,pct_change,3,True
peru_diesel_price_index_pct_change_12m,peru_diesel_price_index,peru_cost_drivers,monthly,pct_change,12,True
peru_formal_private_income_pen_lag_1,peru_formal_private_income_pen,peru_cost_drivers,monthly,lag,1,True
peru_formal_private_income_pen_lag_3,peru_formal_private_income_pen,peru_cost_drivers,monthly,lag,3,True
peru_formal_private_income_pen_lag_6,peru_formal_private_income_pen,peru_cost_drivers,monthly,lag,6,True
peru_formal_private_income_pen_lag_12,peru_formal_private_income_pen,peru_cost_drivers,monthly,lag,12,True
peru_formal_private_income_pen_change_1m,peru_formal_private_income_pen,peru_cost_drivers,monthly,absolute_change,1,True
peru_formal_private_income_pen_pct_change_1m,peru_formal_private_income_pen,peru_cost_drivers,monthly,pct_change,1,True
peru_formal_private_income_pen_pct_change_3m,peru_formal_private_income_pen,peru_cost_drivers,monthly,pct_change,3,True
peru_formal_private_income_pen_pct_change_12m,peru_formal_private_income_pen,peru_cost_drivers,monthly,pct_change,12,True
peru_industrial_electricity_tariff_index_lag_1,peru_industrial_electricity_tariff_index,peru_cost_drivers,monthly,lag,1,True
peru_industrial_electricity_tariff_index_lag_3,peru_industrial_electricity_tariff_index,peru_cost_drivers,monthly,lag,3,True
peru_industrial_electricity_tariff_index_lag_6,peru_industrial_electricity_tariff_index,peru_cost_drivers,monthly,lag,6,True
peru_industrial_electricity_tariff_index_lag_12,peru_industrial_electricity_tariff_index,peru_cost_drivers,monthly,lag,12,True
peru_industrial_electricity_tariff_index_change_1m,peru_industrial_electricity_tariff_index,peru_cost_drivers,monthly,absolute_change,1,True
peru_industrial_electricity_tariff_index_pct_change_1m,peru_industrial_electricity_tariff_index,peru_cost_drivers,monthly,pct_change,1,True
peru_industrial_electricity_tariff_index_pct_change_3m,peru_industrial_electricity_tariff_index,peru_cost_drivers,monthly,pct_change,3,True
peru_industrial_electricity_tariff_index_pct_change_12m,peru_industrial_electricity_tariff_index,peru_cost_drivers,monthly,pct_change,12,True
peru_usd_pen_lag_1,peru_usd_pen,peru_cost_drivers,monthly,lag,1,True
peru_usd_pen_lag_3,peru_usd_pen,peru_cost_drivers,monthly,lag,3,True
peru_usd_pen_lag_6,peru_usd_pen,peru_cost_drivers,monthly,lag,6,True
peru_usd_pen_lag_12,peru_usd_pen,peru_cost_drivers,monthly,lag,12,True
peru_usd_pen_change_1m,peru_usd_pen,peru_cost_drivers,monthly,absolute_change,1,True
peru_usd_pen_pct_change_1m,peru_usd_pen,peru_cost_drivers,monthly,pct_change,1,True
peru_usd_pen_pct_change_3m,peru_usd_pen,peru_cost_drivers,monthly,pct_change,3,True
peru_usd_pen_pct_change_12m,peru_usd_pen,peru_cost_drivers,monthly,pct_change,12,True
