model,training_window_years,horizon,observations,mae,rmse,mape_pct,smape_pct,bias,directional_accuracy_pct
sarimax,5,1,19,562.4298297622228,715.7444865054098,4.806646179303479,4.7963429656432615,-90.8741394494997,57.89473684210527
sarimax,10,1,19,612.4198912989885,724.5618600845938,5.352217361371108,5.3661337643098825,-62.91496374521347,63.1578947368421
sarimax,8,1,19,647.3372612076405,776.4638785974333,5.60443055481439,5.614436560337395,-104.34381317274644,42.10526315789473
sarimax,5,2,18,749.2655113102267,1043.7213801614841,6.381581664530206,6.256968153759465,28.131750711193995,61.111111111111114
sarimax,10,2,18,780.1025287083015,917.9356163278736,6.664985117260171,6.772055456127919,-215.4566609971305,50.0
sarimax,8,2,18,834.4018638137545,1033.804287460136,7.0925528868132846,7.193726217477911,-176.26519303884652,61.111111111111114
sarimax,10,3,17,739.4716522310657,918.1758695314326,6.065322061191897,6.204141990302261,-141.1704725533234,82.35294117647058
sarimax,5,3,17,830.880270813175,1097.427186362858,6.904810407607945,7.3315596751608645,-754.7052745040968,52.94117647058824
sarimax,8,3,17,864.2950146359206,1137.3699168876738,7.175706932381819,7.3052002968684375,-148.33788815578276,82.35294117647058
sarimax,8,4,16,668.3556243638757,955.8785328786379,5.6199051439011765,5.918781224728262,-511.17238469841254,87.5
sarimax,10,4,16,914.2672260294366,1137.0424436520937,7.530248581735732,7.982419985158357,-914.2672260294366,68.75
sarimax,5,4,16,1124.0856657390564,1392.4396195946972,9.165757581195052,9.834962618035522,-1111.9233058759773,56.25
sarimax,10,5,15,1064.1015761058143,1348.6354637464547,8.69751734581478,9.214044470196287,-628.2922935851216,73.33333333333333
sarimax,8,5,15,1189.11909751764,1409.807027604057,9.81430023046037,10.503396145849894,-1066.9449561919712,66.66666666666666
sarimax,5,5,15,1670.2942751003,1944.9666126904729,13.46324952616543,14.759180084620729,-1631.860999937589,20.0
sarimax,8,6,14,1456.9391444966188,1805.7506065365935,11.570832097002524,12.636336989100586,-1262.4385590014524,78.57142857142857
sarimax,10,6,14,1545.5454008311488,1942.0125221498145,12.322563562605863,13.454741655699584,-1126.3664393975016,78.57142857142857
sarimax,5,6,14,1670.6255314792027,2025.8976823226096,13.311426346201394,14.724813328877282,-1660.8355584498565,78.57142857142857
sarimax,8,7,13,1061.1750641270655,1302.0210297373085,8.298156173184172,8.476802143556544,-488.09508768332756,100.0
sarimax,10,7,13,1088.3647421399087,1237.4039479264684,8.592464814597225,8.911613379829477,-593.3331348037531,100.0
sarimax,5,7,13,2155.9069423391556,2352.9403949395532,17.358593071312722,19.32199451168296,-2155.9069423391556,46.15384615384615
sarimax,8,8,12,1342.095853704784,1521.3841566545739,10.730265096168306,11.513405762910162,-1330.7249170957537,91.66666666666666
sarimax,10,8,12,1813.8854489246598,1974.6200905179267,14.542226361653368,15.914340660194174,-1813.8854489246598,83.33333333333334
sarimax,5,8,12,2611.423745661227,2817.459411970663,20.45798102726535,23.17571098021811,-2611.423745661227,50.0
sarimax,10,9,11,933.4736951450395,1261.2063359988972,7.133690850478779,7.6236581723659835,-933.4736951450395,100.0
sarimax,8,9,11,943.9951775164028,1280.8208487850022,7.325820561946269,7.830158778448102,-807.4701557512969,100.0
sarimax,5,9,11,3658.250865696559,3785.020311163525,28.38788895338819,33.37059789715334,-3658.250865696559,0.0
sarimax,10,10,10,1495.827507730703,1702.7217866986837,11.41764468402645,12.327016728694181,-1495.827507730703,100.0
sarimax,8,10,10,2384.3358475632376,2455.6277961219475,18.52349229297849,20.54642715312522,-2384.3358475632376,90.0
sarimax,5,10,10,3190.2678181786387,3244.5209744388535,24.52159436612961,28.01409413982877,-3190.2678181786387,50.0
sarimax,10,11,9,2821.048009239536,2871.6308513495974,21.45614328585334,24.141737963929366,-2821.048009239536,88.88888888888889
sarimax,5,11,9,3451.097555797154,3495.3120634621428,26.18343044838503,30.202610585429873,-3451.097555797154,66.66666666666666
sarimax,8,11,9,3543.6862418335036,3626.9889687527975,26.892177622932607,31.310886185758825,-3543.6862418335036,55.55555555555556
sarimax,10,12,8,1901.9792552171618,1999.99455133904,14.216878417563459,15.428362329499787,-1901.9792552171618,100.0
sarimax,8,12,8,2953.877863686058,3021.426629628552,22.153876948784788,25.0607855302664,-2953.877863686058,87.5
sarimax,5,12,8,4592.751853591593,4677.529813186779,34.35752900604025,41.737794333649965,-4592.751853591593,12.5
