elasticnet_weight,naive_weight,observations,mae,rmse,mape_pct,smape_pct,bias,directional_accuracy_pct,rank_mape,rank_rmse
0.5,0.5,19,380.31216498581165,451.9816681260269,3.330414775075183,3.3625407255336546,-126.78461362143935,63.1578947368421,1,1
0.25,0.75,19,391.07707853321153,475.8408894092539,3.412277544758334,3.4657289120349164,-204.39636050556308,63.1578947368421,2,3
0.75,0.25,19,399.92956377004447,475.03179913799016,3.4907168645004933,3.504771597585684,-49.17286673731589,63.1578947368421,3,2
0.0,1.0,19,425.78520973051894,540.431847070181,3.7081004881650457,3.788419512495084,-282.0081073896865,0.0,4,5
1.0,0.0,19,455.3179113973343,539.00639851922,3.9581019549650645,3.9512289817705764,28.43888014680756,63.1578947368421,5,4
