horizon,expert,observations,mae,rmse,mape_pct,smape_pct,bias,directional_accuracy_pct
10,elasticnet_5y,10,3612.97391288457,3688.2444975599296,27.741012033215977,32.347540107147296,-3612.97391288457,10.0
10,ridge_5y,10,3687.448185007316,3774.1399150146667,28.305977134058125,33.15579243677965,-3687.448185007316,0.0
11,ridge_10y,9,2141.94056613192,2195.1096654559456,16.203356855458235,17.70096330436225,-2141.94056613192,100.0
11,ridge_8y,9,2570.551965036789,2619.3966379313924,19.515665606620054,21.712441366802647,-2570.551965036789,88.88888888888889
11,elasticnet_8y,9,2789.6464141288984,2870.7774665343995,21.02957527528465,23.62237596589195,-2789.6464141288984,100.0
11,sarimax_10y,9,2821.0480092395364,2871.630851349598,21.45614328585334,24.141737963929366,-2821.0480092395364,88.88888888888889
11,elasticnet_10y,9,3249.6216001865023,3277.249844397793,24.67469810149646,28.19453630090727,-3249.6216001865023,88.88888888888889
11,sarimax_5y,9,3451.0975557971537,3495.3120634621423,26.18343044838503,30.202610585429863,-3451.0975557971537,66.66666666666666
11,arima_8y,9,3509.8322014988057,3542.620993053143,26.64760794755658,30.802487326406226,-3509.8322014988057,66.66666666666666
11,arima_5y,9,3510.8579729764188,3544.259131473058,26.64910210963783,30.803738757025567,-3510.8579729764188,66.66666666666666
11,arima_10y,9,3513.488951167458,3543.307992322532,26.67502007476682,30.8281473583788,-3513.488951167458,66.66666666666666
11,sarimax_8y,9,3543.6862418335036,3626.9889687527975,26.892177622932607,31.310886185758818,-3543.6862418335036,55.55555555555556
11,naive,9,3580.318607307318,3605.528629483579,27.175315220827006,31.477635875558384,-3580.318607307318,0.0
11,ridge_5y,9,3756.6960479366808,3794.1999627330874,28.472736913956926,33.25384561039757,-3756.6960479366808,22.22222222222222
11,elasticnet_5y,9,3833.7276311913124,3874.8868065989836,29.05503669094798,34.0580868769099,-3833.7276311913124,11.11111111111111
12,sarimax_10y,8,1901.9792552171618,1999.99455133904,14.216878417563459,15.428362329499787,-1901.9792552171618,100.0
12,ridge_10y,8,2569.7559034089268,2596.7548424947618,19.27783513528063,21.370344982404983,-2569.7559034089268,100.0
12,sarimax_8y,8,2953.877863686058,3021.426629628552,22.153876948784788,25.0607855302664,-2953.877863686058,87.5
12,ridge_8y,8,3157.0040196858017,3169.8989399964853,23.74746894498389,26.976911703813244,-3157.0040196858017,87.5
12,elasticnet_8y,8,3250.8845341942515,3292.861466447978,24.33130657032131,27.765525464859863,-3250.8845341942515,100.0
12,elasticnet_10y,8,3480.7261390159288,3492.9105397125745,26.13752632344012,30.08092543298645,-3480.7261390159288,87.5
12,arima_5y,8,3728.6054520408547,3780.001427398495,27.940355936917747,32.59807549042439,-3728.6054520408547,62.5
12,arima_8y,8,3732.4756434582273,3784.400564519808,27.972444853056277,32.644789299817056,-3732.4756434582273,62.5
