model,horizon,origin_date,expert,prior_mae,prior_observations,weight
top3_simple_ensemble,3,2025-07-31,lightgbm_return_10y,193.2697820217912,6,0.3333333333333333
top3_simple_ensemble,3,2025-07-31,naive,223.1508422736682,6,0.3333333333333333
top3_weighted_ensemble,3,2025-07-31,lightgbm_return_5y,163.43010002465053,6,0.38790044267900187
top3_weighted_ensemble,3,2025-07-31,lightgbm_return_10y,193.2697820217912,6,0.3280109672814069
top3_weighted_ensemble,3,2025-07-31,naive,223.1508422736682,6,0.28408859003959125
top5_simple_ensemble,3,2025-07-31,lightgbm_return_5y,163.43010002465053,6,0.2
top5_simple_ensemble,3,2025-07-31,lightgbm_return_10y,193.2697820217912,6,0.2
top5_simple_ensemble,3,2025-07-31,naive,223.1508422736682,6,0.2
top5_simple_ensemble,3,2025-07-31,arima_10y,233.68453138521758,6,0.2
top5_simple_ensemble,3,2025-07-31,ridge_8y,236.14559126551043,6,0.2
top5_weighted_ensemble,3,2025-07-31,lightgbm_return_5y,163.43010002465053,6,0.25192618794351057
top5_weighted_ensemble,3,2025-07-31,lightgbm_return_10y,193.2697820217912,6,0.21303031267548908
top5_weighted_ensemble,3,2025-07-31,naive,223.1508422736682,6,0.18450444405949434
top5_weighted_ensemble,3,2025-07-31,arima_10y,233.68453138521758,6,0.1761876229082688
top5_weighted_ensemble,3,2025-07-31,ridge_8y,236.14559126551043,6,0.17435143241323725
top3_simple_ensemble,3,2025-08-31,ridge_8y,213.4130995424683,7,0.3333333333333333
top3_simple_ensemble,3,2025-08-31,lightgbm_return_10y,262.3768662221277,7,0.3333333333333333
top3_simple_ensemble,3,2025-08-31,lightgbm_return_5y,295.6928557518334,7,0.3333333333333333
top3_weighted_ensemble,3,2025-08-31,ridge_8y,213.4130995424683,7,0.39445818745061406
top3_weighted_ensemble,3,2025-08-31,lightgbm_return_10y,262.3768662221277,7,0.3208459100704666
top3_weighted_ensemble,3,2025-08-31,lightgbm_return_5y,295.6928557518334,7,0.28469590247891935
top5_simple_ensemble,3,2025-08-31,ridge_8y,213.4130995424683,7,0.2
top5_simple_ensemble,3,2025-08-31,lightgbm_return_10y,262.3768662221277,7,0.2
top5_simple_ensemble,3,2025-08-31,lightgbm_return_5y,295.6928557518334,7,0.2
top5_simple_ensemble,3,2025-08-31,ridge_10y,297.2407088608865,7,0.2
top5_simple_ensemble,3,2025-08-31,lightgbm_return_8y,305.71758029054035,7,0.2
top5_weighted_ensemble,3,2025-08-31,ridge_8y,213.4130995424683,7,0.2530891828872727
top5_weighted_ensemble,3,2025-08-31,lightgbm_return_10y,262.3768662221277,7,0.20585864813016283
top5_weighted_ensemble,3,2025-08-31,lightgbm_return_5y,295.6928557518334,7,0.1826643624649455
top5_weighted_ensemble,3,2025-08-31,ridge_10y,297.2407088608865,7,0.18171315493207224
top5_weighted_ensemble,3,2025-08-31,lightgbm_return_8y,305.71758029054035,7,0.17667465158554677
top3_simple_ensemble,3,2025-09-30,ridge_10y,309.50139198784154,8,0.3333333333333333
top3_simple_ensemble,3,2025-09-30,elasticnet_8y,374.208585394533,8,0.3333333333333333
top3_simple_ensemble,3,2025-09-30,lightgbm_return_10y,374.3789837099134,8,0.3333333333333333
top3_weighted_ensemble,3,2025-09-30,ridge_10y,309.50139198784154,8,0.37681975788956634
top3_weighted_ensemble,3,2025-09-30,elasticnet_8y,374.208585394533,8,0.3116610472018787
top3_weighted_ensemble,3,2025-09-30,lightgbm_return_10y,374.3789837099134,8,0.3115191949085549
top5_simple_ensemble,3,2025-09-30,ridge_10y,309.50139198784154,8,0.2
top5_simple_ensemble,3,2025-09-30,elasticnet_8y,374.208585394533,8,0.2
top5_simple_ensemble,3,2025-09-30,lightgbm_return_10y,374.3789837099134,8,0.2
top5_simple_ensemble,3,2025-09-30,sarimax_10y,390.77517902013847,8,0.2
top5_simple_ensemble,3,2025-09-30,lightgbm_return_5y,411.294575766158,8,0.2
top5_weighted_ensemble,3,2025-09-30,ridge_10y,309.50139198784154,8,0.23819090401713672
top5_weighted_ensemble,3,2025-09-30,elasticnet_8y,374.208585394533,8,0.1970035408857166
top5_weighted_ensemble,3,2025-09-30,lightgbm_return_10y,374.3789837099134,8,0.1969138748709276
top5_weighted_ensemble,3,2025-09-30,sarimax_10y,390.77517902013847,8,0.18865173713820346
top5_weighted_ensemble,3,2025-09-30,lightgbm_return_5y,411.294575766158,8,0.17923994308801558
top3_simple_ensemble,3,2025-10-31,ridge_10y,294.6923365443662,9,0.3333333333333333
top3_simple_ensemble,3,2025-10-31,elasticnet_8y,405.53923009192516,9,0.3333333333333333
top3_simple_ensemble,3,2025-10-31,ridge_8y,475.5586945358961,9,0.3333333333333333
top3_weighted_ensemble,3,2025-10-31,ridge_10y,294.6923365443662,9,0.4261949751729396
top3_weighted_ensemble,3,2025-10-31,elasticnet_8y,405.53923009192516,9,0.30970220323660724
top3_weighted_ensemble,3,2025-10-31,ridge_8y,475.5586945358961,9,0.26410282159045323
top5_simple_ensemble,3,2025-10-31,ridge_10y,294.6923365443662,9,0.2
top5_simple_ensemble,3,2025-10-31,elasticnet_8y,405.53923009192516,9,0.2
top5_simple_ensemble,3,2025-10-31,ridge_8y,475.5586945358961,9,0.2
top5_simple_ensemble,3,2025-10-31,sarimax_10y,504.7415616170583,9,0.2
top5_simple_ensemble,3,2025-10-31,lightgbm_return_10y,537.1467767718441,9,0.2
top5_weighted_ensemble,3,2025-10-31,ridge_10y,294.6923365443662,9,0.2874540178929611
top5_weighted_ensemble,3,2025-10-31,elasticnet_8y,405.53923009192516,9,0.20888360458623645
top5_weighted_ensemble,3,2025-10-31,ridge_8y,475.5586945358961,9,0.1781283722836906
top5_weighted_ensemble,3,2025-10-31,sarimax_10y,504.7415616170583,9,0.16782944505649386
top5_weighted_ensemble,3,2025-10-31,lightgbm_return_10y,537.1467767718441,9,0.15770456018061796
top3_simple_ensemble,3,2025-11-30,ridge_10y,301.17990701381785,10,0.3333333333333333
top3_simple_ensemble,3,2025-11-30,ridge_8y,470.91084630566365,10,0.3333333333333333
top3_simple_ensemble,3,2025-11-30,elasticnet_8y,524.1476584291368,10,0.3333333333333333
top3_weighted_ensemble,3,2025-11-30,ridge_10y,301.17990701381785,10,0.4516349256253703
top3_weighted_ensemble,3,2025-11-30,ridge_8y,470.91084630566365,10,0.2888516286528213
top3_weighted_ensemble,3,2025-11-30,elasticnet_8y,524.1476584291368,10,0.25951344572180846
top5_simple_ensemble,3,2025-11-30,ridge_10y,301.17990701381785,10,0.2
top5_simple_ensemble,3,2025-11-30,ridge_8y,470.91084630566365,10,0.2
top5_simple_ensemble,3,2025-11-30,elasticnet_8y,524.1476584291368,10,0.2
top5_simple_ensemble,3,2025-11-30,sarimax_10y,609.9654409036197,10,0.2
top5_simple_ensemble,3,2025-11-30,arima_10y,737.9984404813815,10,0.2
top5_weighted_ensemble,3,2025-11-30,ridge_10y,301.17990701381785,10,0.3209194227246077
top5_weighted_ensemble,3,2025-11-30,ridge_8y,470.91084630566365,10,0.2052500651759137
top5_weighted_ensemble,3,2025-11-30,elasticnet_8y,524.1476584291368,10,0.18440315499293225
top5_weighted_ensemble,3,2025-11-30,sarimax_10y,609.9654409036197,10,0.15845894769638658
top5_weighted_ensemble,3,2025-11-30,arima_10y,737.9984404813815,10,0.1309684094101597
top3_simple_ensemble,3,2025-12-31,ridge_10y,285.0896811360832,11,0.3333333333333333
top3_simple_ensemble,3,2025-12-31,ridge_8y,494.273155681294,11,0.3333333333333333
top3_simple_ensemble,3,2025-12-31,elasticnet_8y,543.6011646905422,11,0.3333333333333333
top3_weighted_ensemble,3,2025-12-31,ridge_10y,285.0896811360832,11,0.475911252410499
top3_weighted_ensemble,3,2025-12-31,ridge_8y,494.273155681294,11,0.27449879816714484
top3_weighted_ensemble,3,2025-12-31,elasticnet_8y,543.6011646905422,11,0.24958994942235624
top5_simple_ensemble,3,2025-12-31,ridge_10y,285.0896811360832,11,0.2
top5_simple_ensemble,3,2025-12-31,ridge_8y,494.273155681294,11,0.2
top5_simple_ensemble,3,2025-12-31,elasticnet_8y,543.6011646905422,11,0.2
top5_simple_ensemble,3,2025-12-31,sarimax_10y,719.4862348675478,11,0.2
top5_simple_ensemble,3,2025-12-31,lightgbm_return_8y,847.062561705317,11,0.2
top5_weighted_ensemble,3,2025-12-31,ridge_10y,285.0896811360832,11,0.35285373674685333
top5_weighted_ensemble,3,2025-12-31,ridge_8y,494.273155681294,11,0.20352098458527768
top5_weighted_ensemble,3,2025-12-31,elasticnet_8y,543.6011646905422,11,0.18505287669090983
top5_weighted_ensemble,3,2025-12-31,sarimax_10y,719.4862348675478,11,0.1398149880066643
top5_weighted_ensemble,3,2025-12-31,lightgbm_return_8y,847.062561705317,11,0.11875741397029493
top3_simple_ensemble,3,2026-01-31,ridge_10y,337.6421489099386,12,0.3333333333333333
top3_simple_ensemble,3,2026-01-31,ridge_8y,537.506757798826,12,0.3333333333333333
top3_simple_ensemble,3,2026-01-31,elasticnet_8y,547.1255236282633,12,0.3333333333333333
top3_weighted_ensemble,3,2026-01-31,ridge_10y,337.6421489099386,12,0.4453780308646457
top3_weighted_ensemble,3,2026-01-31,ridge_8y,537.506757798826,12,0.27977024146802354
top3_weighted_ensemble,3,2026-01-31,elasticnet_8y,547.1255236282633,12,0.27485172766733085
top5_simple_ensemble,3,2026-01-31,ridge_10y,337.6421489099386,12,0.2
top5_simple_ensemble,3,2026-01-31,ridge_8y,537.506757798826,12,0.2
top5_simple_ensemble,3,2026-01-31,elasticnet_8y,547.1255236282633,12,0.2
top5_simple_ensemble,3,2026-01-31,sarimax_10y,672.063847784842,12,0.2
top5_simple_ensemble,3,2026-01-31,sarimax_8y,798.2268839540401,12,0.2
top5_weighted_ensemble,3,2026-01-31,ridge_10y,337.6421489099386,12,0.31539077666037235
top5_weighted_ensemble,3,2026-01-31,ridge_8y,537.506757798826,12,0.198116987431461
top5_weighted_ensemble,3,2026-01-31,elasticnet_8y,547.1255236282633,12,0.19463398247811006
top5_weighted_ensemble,3,2026-01-31,sarimax_10y,672.063847784842,12,0.15845104587986114
top5_weighted_ensemble,3,2026-01-31,sarimax_8y,798.2268839540401,12,0.13340720755019553
top3_simple_ensemble,3,2026-02-28,ridge_10y,443.25778206531226,13,0.3333333333333333
top3_simple_ensemble,3,2026-02-28,elasticnet_8y,624.7908646479021,13,0.3333333333333333
top3_simple_ensemble,3,2026-02-28,ridge_8y,659.9350652782609,13,0.3333333333333333
top3_weighted_ensemble,3,2026-02-28,ridge_10y,443.25778206531226,13,0.4199706760951135
top3_weighted_ensemble,3,2026-02-28,elasticnet_8y,624.7908646479021,13,0.29794813105104667
top3_weighted_ensemble,3,2026-02-28,ridge_8y,659.9350652782609,13,0.2820811928538399
top5_simple_ensemble,3,2026-02-28,ridge_10y,443.25778206531226,13,0.2
top5_simple_ensemble,3,2026-02-28,elasticnet_8y,624.7908646479021,13,0.2
top5_simple_ensemble,3,2026-02-28,ridge_8y,659.9350652782609,13,0.2
top5_simple_ensemble,3,2026-02-28,sarimax_10y,705.7933533294283,13,0.2
top5_simple_ensemble,3,2026-02-28,naive,824.2538128538127,13,0.2
top5_weighted_ensemble,3,2026-02-28,ridge_10y,443.25778206531226,13,0.28193515511097905
top5_weighted_ensemble,3,2026-02-28,elasticnet_8y,624.7908646479021,13,0.20001885208737444
top5_weighted_ensemble,3,2026-02-28,ridge_8y,659.9350652782609,13,0.18936704248161837
top5_weighted_ensemble,3,2026-02-28,sarimax_10y,705.7933533294283,13,0.17706308929130915
top5_weighted_ensemble,3,2026-02-28,naive,824.2538128538127,13,0.15161586102871913
top3_simple_ensemble,3,2026-03-31,ridge_10y,557.3076822992969,14,0.3333333333333333
top3_simple_ensemble,3,2026-03-31,elasticnet_8y,703.2286995424137,14,0.3333333333333333
top3_simple_ensemble,3,2026-03-31,sarimax_10y,734.1792428418587,14,0.3333333333333333
top3_weighted_ensemble,3,2026-03-31,ridge_10y,557.3076822992969,14,0.39191281762635627
top3_weighted_ensemble,3,2026-03-31,elasticnet_8y,703.2286995424137,14,0.31059031606313386
top3_weighted_ensemble,3,2026-03-31,sarimax_10y,734.1792428418587,14,0.29749686631050987
top5_simple_ensemble,3,2026-03-31,ridge_10y,557.3076822992969,14,0.2
top5_simple_ensemble,3,2026-03-31,elasticnet_8y,703.2286995424137,14,0.2
top5_simple_ensemble,3,2026-03-31,sarimax_10y,734.1792428418587,14,0.2
top5_simple_ensemble,3,2026-03-31,ridge_8y,787.9864781736106,14,0.2
top5_simple_ensemble,3,2026-03-31,naive,803.9004390033524,14,0.2
top5_weighted_ensemble,3,2026-03-31,ridge_10y,557.3076822992969,14,0.2530301700298231
top5_weighted_ensemble,3,2026-03-31,elasticnet_8y,703.2286995424137,14,0.200526027597282
top5_weighted_ensemble,3,2026-03-31,sarimax_10y,734.1792428418587,14,0.1920725204186982
top5_weighted_ensemble,3,2026-03-31,ridge_8y,787.9864781736106,14,0.17895695106177903
top5_weighted_ensemble,3,2026-03-31,naive,803.9004390033524,14,0.17541433089241765
top3_simple_ensemble,3,2026-04-30,ridge_10y,654.3331783964398,15,0.3333333333333333
top3_simple_ensemble,3,2026-04-30,elasticnet_8y,670.6876011821066,15,0.3333333333333333
top3_simple_ensemble,3,2026-04-30,sarimax_10y,711.7048421062467,15,0.3333333333333333
top3_weighted_ensemble,3,2026-04-30,ridge_10y,654.3331783964398,15,0.3454226849113361
top3_weighted_ensemble,3,2026-04-30,elasticnet_8y,670.6876011821066,15,0.3369997043481662
top3_weighted_ensemble,3,2026-04-30,sarimax_10y,711.7048421062467,15,0.3175776107404976
top5_simple_ensemble,3,2026-04-30,ridge_10y,654.3331783964398,15,0.2
top5_simple_ensemble,3,2026-04-30,elasticnet_8y,670.6876011821066,15,0.2
top5_simple_ensemble,3,2026-04-30,sarimax_10y,711.7048421062467,15,0.2
top5_simple_ensemble,3,2026-04-30,lightgbm_return_10y,789.3507757208739,15,0.2
top5_simple_ensemble,3,2026-04-30,naive,821.9964703425229,15,0.2
top5_weighted_ensemble,3,2026-04-30,ridge_10y,654.3331783964398,15,0.22123971604974152
top5_weighted_ensemble,3,2026-04-30,elasticnet_8y,670.6876011821066,15,0.21584488267750215
top5_weighted_ensemble,3,2026-04-30,sarimax_10y,711.7048421062467,15,0.2034052292831252
top5_weighted_ensemble,3,2026-04-30,lightgbm_return_10y,789.3507757208739,15,0.18339690166076747
top5_weighted_ensemble,3,2026-04-30,naive,821.9964703425229,15,0.17611327032886362
top3_simple_ensemble,3,2026-05-31,elasticnet_8y,703.1949955049897,16,0.3333333333333333
top3_simple_ensemble,3,2026-05-31,sarimax_10y,714.1674907415606,16,0.3333333333333333
top3_simple_ensemble,3,2026-05-31,lightgbm_return_10y,748.2492746726292,16,0.3333333333333333
top3_weighted_ensemble,3,2026-05-31,elasticnet_8y,703.1949955049897,16,0.3419477919372639
top3_weighted_ensemble,3,2026-05-31,sarimax_10y,714.1674907415606,16,0.33669409365671193
top3_weighted_ensemble,3,2026-05-31,lightgbm_return_10y,748.2492746726292,16,0.32135811440602413
top5_simple_ensemble,3,2026-05-31,elasticnet_8y,703.1949955049897,16,0.2
top5_simple_ensemble,3,2026-05-31,sarimax_10y,714.1674907415606,16,0.2
top5_simple_ensemble,3,2026-05-31,lightgbm_return_10y,748.2492746726292,16,0.2
top5_simple_ensemble,3,2026-05-31,ridge_10y,782.3914691117994,16,0.2
top5_simple_ensemble,3,2026-05-31,lightgbm_return_8y,803.3804363625019,16,0.2
top5_weighted_ensemble,3,2026-05-31,elasticnet_8y,703.1949955049897,16,0.21283412817302824
top5_weighted_ensemble,3,2026-05-31,sarimax_10y,714.1674907415606,16,0.20956413690655282
top5_weighted_ensemble,3,2026-05-31,lightgbm_return_10y,748.2492746726292,16,0.2000187622895451
top5_weighted_ensemble,3,2026-05-31,ridge_10y,782.3914691117994,16,0.19129029355862046
top5_weighted_ensemble,3,2026-05-31,lightgbm_return_8y,803.3804363625019,16,0.18629267907225336
top3_simple_ensemble,6,2025-04-30,sarimax_8y,164.41822975150959,3,0.3333333333333333
top3_simple_ensemble,6,2025-04-30,arima_8y,205.24222032845623,3,0.3333333333333333
top3_simple_ensemble,6,2025-04-30,arima_5y,208.93275985641594,3,0.3333333333333333
top3_weighted_ensemble,6,2025-04-30,sarimax_8y,164.41822975150959,3,0.3863932579695109
top3_weighted_ensemble,6,2025-04-30,arima_8y,205.24222032845623,3,0.309537167169428
top3_weighted_ensemble,6,2025-04-30,arima_5y,208.93275985641594,3,0.3040695748610612
top5_simple_ensemble,6,2025-04-30,sarimax_8y,164.41822975150959,3,0.2
top5_simple_ensemble,6,2025-04-30,arima_8y,205.24222032845623,3,0.2
top5_simple_ensemble,6,2025-04-30,arima_5y,208.93275985641594,3,0.2
top5_simple_ensemble,6,2025-04-30,sarimax_5y,235.97397782105813,3,0.2
top5_simple_ensemble,6,2025-04-30,arima_10y,246.66002254518935,3,0.2
top5_weighted_ensemble,6,2025-04-30,sarimax_8y,164.41822975150959,3,0.25307617489517825
top5_weighted_ensemble,6,2025-04-30,arima_8y,205.24222032845623,3,0.20273770475909664
top5_weighted_ensemble,6,2025-04-30,arima_5y,208.93275985641594,3,0.1991565932392964
top5_weighted_ensemble,6,2025-04-30,sarimax_5y,235.97397782105813,3,0.17633442913298544
top5_weighted_ensemble,6,2025-04-30,arima_10y,246.66002254518935,3,0.1686950979734433
top3_simple_ensemble,6,2025-05-31,ridge_8y,452.40967921068295,4,0.3333333333333333
top3_simple_ensemble,6,2025-05-31,sarimax_10y,490.4100032239958,4,0.3333333333333333
top3_simple_ensemble,6,2025-05-31,sarimax_8y,507.30153497515266,4,0.3333333333333333
top3_weighted_ensemble,6,2025-05-31,ridge_8y,452.40967921068295,4,0.35532694002239124
top3_weighted_ensemble,6,2025-05-31,sarimax_10y,490.4100032239958,4,0.3277937764195535
top3_weighted_ensemble,6,2025-05-31,sarimax_8y,507.30153497515266,4,0.3168792835580553
top5_simple_ensemble,6,2025-05-31,ridge_8y,452.40967921068295,4,0.2
top5_simple_ensemble,6,2025-05-31,sarimax_10y,490.4100032239958,4,0.2
top5_simple_ensemble,6,2025-05-31,sarimax_8y,507.30153497515266,4,0.2
top5_simple_ensemble,6,2025-05-31,elasticnet_10y,522.2674449587494,4,0.2
top5_simple_ensemble,6,2025-05-31,elasticnet_8y,544.9884366410706,4,0.2
top5_weighted_ensemble,6,2025-05-31,ridge_8y,452.40967921068295,4,0.22169615903616
top5_weighted_ensemble,6,2025-05-31,sarimax_10y,490.4100032239958,4,0.20451762307578875
top5_weighted_ensemble,6,2025-05-31,sarimax_8y,507.30153497515266,4,0.1977078350392575
top5_weighted_ensemble,6,2025-05-31,elasticnet_10y,522.2674449587494,4,0.19204238969941564
top5_weighted_ensemble,6,2025-05-31,elasticnet_8y,544.9884366410706,4,0.18403599314937805
top3_simple_ensemble,6,2025-06-30,ridge_8y,485.2523137951419,5,0.3333333333333333
top3_simple_ensemble,6,2025-06-30,ridge_10y,530.5007981526945,5,0.3333333333333333
top3_simple_ensemble,6,2025-06-30,sarimax_8y,578.9758989702077,5,0.3333333333333333
top3_weighted_ensemble,6,2025-06-30,ridge_8y,485.2523137951419,5,0.36326281316721826
top3_weighted_ensemble,6,2025-06-30,ridge_10y,530.5007981526945,5,0.3322787095123233
top3_weighted_ensemble,6,2025-06-30,sarimax_8y,578.9758989702077,5,0.3044584773204585
top5_simple_ensemble,6,2025-06-30,ridge_8y,485.2523137951419,5,0.2
top5_simple_ensemble,6,2025-06-30,ridge_10y,530.5007981526945,5,0.2
top5_simple_ensemble,6,2025-06-30,sarimax_8y,578.9758989702077,5,0.2
top5_simple_ensemble,6,2025-06-30,sarimax_10y,607.2970922573866,5,0.2
top5_simple_ensemble,6,2025-06-30,elasticnet_10y,674.7065505350289,5,0.2
top5_weighted_ensemble,6,2025-06-30,ridge_8y,485.2523137951419,5,0.23413342259235828
top5_weighted_ensemble,6,2025-06-30,ridge_10y,530.5007981526945,5,0.21416326883115402
top5_weighted_ensemble,6,2025-06-30,sarimax_8y,578.9758989702077,5,0.19623232202268723
top5_weighted_ensemble,6,2025-06-30,sarimax_10y,607.2970922573866,5,0.1870810621336484
top5_weighted_ensemble,6,2025-06-30,elasticnet_10y,674.7065505350289,5,0.1683899244201521
top3_simple_ensemble,6,2025-07-31,ridge_10y,567.3901053844617,6,0.3333333333333333
top3_simple_ensemble,6,2025-07-31,ridge_8y,586.0500243398383,6,0.3333333333333333
top3_simple_ensemble,6,2025-07-31,sarimax_8y,714.149713843976,6,0.3333333333333333
top3_weighted_ensemble,6,2025-07-31,ridge_10y,567.3901053844617,6,0.3619703427090415
top3_weighted_ensemble,6,2025-07-31,ridge_8y,586.0500243398383,6,0.3504451537685686
top3_weighted_ensemble,6,2025-07-31,sarimax_8y,714.149713843976,6,0.28758450352238984
top5_simple_ensemble,6,2025-07-31,ridge_10y,567.3901053844617,6,0.2
top5_simple_ensemble,6,2025-07-31,ridge_8y,586.0500243398383,6,0.2
top5_simple_ensemble,6,2025-07-31,sarimax_8y,714.149713843976,6,0.2
top5_simple_ensemble,6,2025-07-31,sarimax_10y,801.3731430678572,6,0.2
top5_simple_ensemble,6,2025-07-31,elasticnet_8y,872.9784463360344,6,0.2
top5_weighted_ensemble,6,2025-07-31,ridge_10y,567.3901053844617,6,0.2426815098930336
top5_weighted_ensemble,6,2025-07-31,ridge_8y,586.0500243398383,6,0.23495449493113468
top5_weighted_ensemble,6,2025-07-31,sarimax_8y,714.149713843976,6,0.19280983357454695
top5_weighted_ensemble,6,2025-07-31,sarimax_10y,801.3731430678572,6,0.17182393578432875
top5_weighted_ensemble,6,2025-07-31,elasticnet_8y,872.9784463360344,6,0.15773022581695603
top3_simple_ensemble,6,2025-08-31,ridge_10y,802.0741660953366,7,0.3333333333333333
top3_simple_ensemble,6,2025-08-31,ridge_8y,951.2680573418426,7,0.3333333333333333
top3_simple_ensemble,6,2025-08-31,sarimax_8y,1121.0480409558636,7,0.3333333333333333
top3_weighted_ensemble,6,2025-08-31,ridge_10y,802.0741660953366,7,0.3908339599175065
top3_weighted_ensemble,6,2025-08-31,ridge_8y,951.2680573418426,7,0.3295367904596165
top3_weighted_ensemble,6,2025-08-31,sarimax_8y,1121.0480409558636,7,0.2796292496228769
top5_simple_ensemble,6,2025-08-31,ridge_10y,802.0741660953366,7,0.2
top5_simple_ensemble,6,2025-08-31,ridge_8y,951.2680573418426,7,0.2
top5_simple_ensemble,6,2025-08-31,sarimax_8y,1121.0480409558636,7,0.2
top5_simple_ensemble,6,2025-08-31,xgboost_return_8y,1134.4583730769011,7,0.2
top5_simple_ensemble,6,2025-08-31,elasticnet_8y,1147.204298767342,7,0.2
top5_weighted_ensemble,6,2025-08-31,ridge_10y,802.0741660953366,7,0.2522196953817683
top5_weighted_ensemble,6,2025-08-31,ridge_8y,951.2680573418426,7,0.21266235135849848
top5_weighted_ensemble,6,2025-08-31,sarimax_8y,1121.0480409558636,7,0.18045515843761592
top5_weighted_ensemble,6,2025-08-31,xgboost_return_8y,1134.4583730769011,7,0.17832201396531758
top5_weighted_ensemble,6,2025-08-31,elasticnet_8y,1147.204298767342,7,0.17634078085679972
top3_simple_ensemble,6,2025-09-30,ridge_10y,815.686273201349,8,0.3333333333333333
top3_simple_ensemble,6,2025-09-30,ridge_8y,1169.9753023733474,8,0.3333333333333333
top3_simple_ensemble,6,2025-09-30,elasticnet_8y,1296.6500602425558,8,0.3333333333333333
top3_weighted_ensemble,6,2025-09-30,ridge_10y,815.686273201349,8,0.4298755804029126
top3_weighted_ensemble,6,2025-09-30,ridge_8y,1169.9753023733474,8,0.2997017196936757
top3_weighted_ensemble,6,2025-09-30,elasticnet_8y,1296.6500602425558,8,0.27042269990341156
top5_simple_ensemble,6,2025-09-30,ridge_10y,815.686273201349,8,0.2
top5_simple_ensemble,6,2025-09-30,ridge_8y,1169.9753023733474,8,0.2
top5_simple_ensemble,6,2025-09-30,elasticnet_8y,1296.6500602425558,8,0.2
top5_simple_ensemble,6,2025-09-30,xgboost_return_8y,1306.7305271265623,8,0.2
top5_simple_ensemble,6,2025-09-30,lightgbm_return_8y,1382.8802756786345,8,0.2
top5_weighted_ensemble,6,2025-09-30,ridge_10y,815.686273201349,8,0.28246037506279353
top5_weighted_ensemble,6,2025-09-30,ridge_8y,1169.9753023733474,8,0.19692642245994924
top5_weighted_ensemble,6,2025-09-30,elasticnet_8y,1296.6500602425558,8,0.17768791883599944
top5_weighted_ensemble,6,2025-09-30,xgboost_return_8y,1306.7305271265623,8,0.17631718696411203
top5_weighted_ensemble,6,2025-09-30,lightgbm_return_8y,1382.8802756786345,8,0.1666080966771457
top3_simple_ensemble,6,2025-10-31,ridge_10y,759.8833382129134,9,0.3333333333333333
top3_simple_ensemble,6,2025-10-31,ridge_8y,1182.0904292768935,9,0.3333333333333333
top3_simple_ensemble,6,2025-10-31,elasticnet_8y,1249.490744837226,9,0.3333333333333333
top3_weighted_ensemble,6,2025-10-31,ridge_10y,759.8833382129134,9,0.44425004851395994
top3_weighted_ensemble,6,2025-10-31,ridge_8y,1182.0904292768935,9,0.2855773141434925
top3_weighted_ensemble,6,2025-10-31,elasticnet_8y,1249.490744837226,9,0.2701726373425475
top5_simple_ensemble,6,2025-10-31,ridge_10y,759.8833382129134,9,0.2
top5_simple_ensemble,6,2025-10-31,ridge_8y,1182.0904292768935,9,0.2
top5_simple_ensemble,6,2025-10-31,elasticnet_8y,1249.490744837226,9,0.2
top5_simple_ensemble,6,2025-10-31,xgboost_return_8y,1328.3490755075547,9,0.2
top5_simple_ensemble,6,2025-10-31,lightgbm_return_8y,1372.2934806025598,9,0.2
top5_weighted_ensemble,6,2025-10-31,ridge_10y,759.8833382129134,9,0.2961411724588494
top5_weighted_ensemble,6,2025-10-31,ridge_8y,1182.0904292768935,9,0.19036846686004472
top5_weighted_ensemble,6,2025-10-31,elasticnet_8y,1249.490744837226,9,0.18009956747682238
top5_weighted_ensemble,6,2025-10-31,xgboost_return_8y,1328.3490755075547,9,0.169407836283998
top5_weighted_ensemble,6,2025-10-31,lightgbm_return_8y,1372.2934806025598,9,0.16398295692028547
top3_simple_ensemble,6,2025-11-30,ridge_10y,696.246657019418,10,0.3333333333333333
top3_simple_ensemble,6,2025-11-30,ridge_8y,1111.9501170284072,10,0.3333333333333333
top3_simple_ensemble,6,2025-11-30,xgboost_return_8y,1286.129672667062,10,0.3333333333333333
top3_weighted_ensemble,6,2025-11-30,ridge_10y,696.246657019418,10,0.4613611295826907
top3_weighted_ensemble,6,2025-11-30,ridge_8y,1111.9501170284072,10,0.2888808942354466
top3_weighted_ensemble,6,2025-11-30,xgboost_return_8y,1286.129672667062,10,0.2497579761818627
top5_simple_ensemble,6,2025-11-30,ridge_10y,696.246657019418,10,0.2
top5_simple_ensemble,6,2025-11-30,ridge_8y,1111.9501170284072,10,0.2
top5_simple_ensemble,6,2025-11-30,xgboost_return_8y,1286.129672667062,10,0.2
top5_simple_ensemble,6,2025-11-30,lightgbm_return_8y,1317.828741965684,10,0.2
top5_simple_ensemble,6,2025-11-30,elasticnet_8y,1322.8469798319888,10,0.2
top5_weighted_ensemble,6,2025-11-30,ridge_10y,696.246657019418,10,0.31035154249606284
top5_weighted_ensemble,6,2025-11-30,ridge_8y,1111.9501170284072,10,0.1943263646954979
top5_weighted_ensemble,6,2025-11-30,xgboost_return_8y,1286.129672667062,10,0.16800889409311026
top5_weighted_ensemble,6,2025-11-30,lightgbm_return_8y,1317.828741965684,10,0.16396760602053567
top5_weighted_ensemble,6,2025-11-30,elasticnet_8y,1322.8469798319888,10,0.16334559269479343
top3_simple_ensemble,6,2025-12-31,ridge_10y,683.0330757130025,11,0.3333333333333333
