feature,category,frequency,aggregation,feature_lag_months,paired_observations,pearson_correlation,abs_pearson_correlation,spearman_correlation,abs_spearman_correlation
germany_exports,macro_fred,monthly,as_is,12,128,0.5867730309602485,0.5867730309602485,0.6240729719831531,0.6240729719831531
zinc_cash_usd_per_ton,other_metals,daily,monthly_mean,3,137,0.5860218140666048,0.5860218140666048,0.6389754886403943,0.6389754886403943
iron_ore_usd_per_dmtu,commodities,monthly,as_is,6,134,0.5851591789862508,0.5851591789862508,0.7324703048562518,0.7324703048562518
peru_usd_pen,peru_cost_drivers,monthly,as_is,6,134,0.5847851017290382,0.5847851017290382,0.6647713599618581,0.6647713599618581
global_economic_policy_uncertainty_ppp_index,risk,monthly,as_is,3,137,0.5845212617306927,0.5845212617306927,0.5569193720014187,0.5569193720014187
korea_10y_yield,macro_fred,monthly,as_is,3,137,0.5825349064881393,0.5825349064881393,0.5609283700785931,0.5609283700785931
germany_10y_bund_yield,macro_fred,monthly,as_is,6,134,0.5822135827544495,0.5822135827544495,0.36689530654438995,0.36689530654438995
drc_policy_rate,global_macro,monthly,as_is,6,131,0.5816634718561924,0.5816634718561924,0.6205623439501775,0.6205623439501775
iron_ore_usd_per_dmtu,commodities,monthly,as_is,0,139,0.5815546775487371,0.5815546775487371,0.7094937055671056,0.7094937055671056
us_10y_treasury_yield,macro_fred,monthly,as_is,1,139,0.5814115940368657,0.5814115940368657,0.5036263136331796,0.5036263136331796
chile_mining_wage_yoy_pct,chile_cochilco,annual,repeat_within_year,3,96,0.5807913628404663,0.5807913628404663,0.7159403017264565,0.7159403017264565
platinum_usd_per_troy_ounce,commodities,monthly,as_is,6,134,0.5804270257969356,0.5804270257969356,0.2990116740520839,0.2990116740520839
usd_jpy,macro_fred,monthly,as_is,12,128,0.5785986878727555,0.5785986878727555,0.310451382530672,0.310451382530672
iron_ore_usd_per_dmtu,commodities,monthly,as_is,3,137,0.578543904327388,0.578543904327388,0.7096187795220802,0.7096187795220802
nickel_cash_usd_per_ton,other_metals,daily,monthly_mean,1,139,0.5782697885935677,0.5782697885935677,0.747097725546271,0.747097725546271
usa_nyse_hecla_mining,equities_companies,monthly,as_is,12,128,0.5775293758804513,0.5775293758804513,0.6001247482146126,0.6001247482146126
geopolitical_threats_index,risk,monthly,as_is,1,139,0.5765047935392761,0.5765047935392761,0.5668707270208677,0.5668707270208677
poland_wig20,equities_indices,monthly,as_is,3,137,0.5753292186406226,0.5753292186406226,0.4024259338772005,0.4024259338772005
baltic_dry_index,shipping,daily,monthly_mean,6,134,0.5741023708262104,0.5741023708262104,0.6654671504632228,0.6654671504632228
geopolitical_threats_index,risk,monthly,as_is,0,140,0.5735993743326696,0.5735993743326696,0.588528569241871,0.588528569241871
peru_copper_production_ton,peru_mining,annual,repeat_within_year,6,132,0.5734435950220652,0.5734435950220652,0.43941033156137616,0.43941033156137616
iron_ore_usd_per_dmtu,commodities,monthly,as_is,2,138,0.5734182560357677,0.5734182560357677,0.7034084539892641,0.7034084539892641
shfe_turnover,copper_market,daily,monthly_sum,2,60,0.5732910869834738,0.5732910869834738,0.4732981383717701,0.4732981383717701
shfe_turnover,copper_market,daily,monthly_sum,0,62,0.5704267824965341,0.5704267824965341,0.5254715318173806,0.5254715318173806
indonesia_jakarta_composite,equities_indices,monthly,as_is,12,128,0.5699038775562568,0.5699038775562568,0.574785982420802,0.574785982420802
global_container_import,shipping,daily,monthly_sum,12,80,0.5697789617710516,0.5697789617710516,0.5732536333802157,0.5732536333802157
iron_ore_usd_per_dmtu,commodities,monthly,as_is,1,139,0.569760247724858,0.569760247724858,0.7047548402804507,0.7047548402804507
brent_oil_usd,macro_fred,monthly,as_is,2,138,0.5695585337171908,0.5695585337171908,0.62822353986059,0.62822353986059
peru_copper_production_ton,peru_mining,annual,repeat_within_year,2,132,0.5692557055314287,0.5692557055314287,0.4621698880108279,0.4621698880108279
peru_copper_production_ton,peru_mining,annual,repeat_within_year,1,132,0.5690562498460618,0.5690562498460618,0.47612740605441434,0.47612740605441434
global_container_export,shipping,daily,monthly_sum,0,92,0.568864663786641,0.568864663786641,0.5976449917543887,0.5976449917543887
global_container_import,shipping,daily,monthly_sum,0,92,0.568482444380403,0.568482444380403,0.6027464821293713,0.6027464821293713
peru_copper_production_ton,peru_mining,annual,repeat_within_year,12,128,0.5677175631491032,0.5677175631491032,0.4069317383091207,0.4069317383091207
shfe_volume_lots,copper_market,daily,monthly_sum,12,116,-0.5675044804687567,0.5675044804687567,-0.6398723715065544,0.6398723715065544
turkey_unemployment_rate_percent,turkey,monthly,as_is,0,139,-0.5670556558017079,0.5670556558017079,-0.5301952026687586,0.5301952026687586
china_csi300,equities_indices,monthly,as_is,0,140,0.5670460749344012,0.5670460749344012,0.5977520718987122,0.5977520718987122
global_economic_policy_uncertainty_index,risk,monthly,as_is,3,137,0.5668239812793829,0.5668239812793829,0.5348115444210054,0.5348115444210054
peru_copper_production_ton,peru_mining,annual,repeat_within_year,3,132,0.5663507599682093,0.5663507599682093,0.445634630148381,0.445634630148381
china_csi300,equities_indices,monthly,as_is,1,139,0.5657717438494618,0.5657717438494618,0.5754770096965904,0.5754770096965904
dollar_index,macro_fred,monthly,as_is,6,134,0.5653978778090416,0.5653978778090416,0.5701342909512588,0.5701342909512588
peru_copper_production_ton,peru_mining,annual,repeat_within_year,0,132,0.5645858175230604,0.5645858175230604,0.4751214588080297,0.4751214588080297
chile_sulfuric_acid_import_ton,chile_cochilco,annual,repeat_within_year,6,120,0.5631503305555042,0.5631503305555042,0.5558052109654517,0.5558052109654517
japan_industrial_production,global_macro,monthly,as_is,2,138,-0.5630312620821932,0.5630312620821932,-0.6268939923082879,0.6268939923082879
chile_copper_production_ton,chile_cochilco,annual,repeat_within_year,12,120,-0.5614525402134006,0.5614525402134006,-0.5843660272612955,0.5843660272612955
shfe_turnover,copper_market,daily,monthly_sum,3,59,0.5614030172776681,0.5614030172776681,0.4095850379894799,0.4095850379894799
global_container_export,shipping,daily,monthly_sum,12,80,0.559620857515574,0.559620857515574,0.5657290201594,0.5657290201594
china_csi300,equities_indices,monthly,as_is,2,138,0.55954336015501,0.55954336015501,0.5511668101253684,0.5511668101253684
chile_copper_production_ton,chile_cochilco,annual,repeat_within_year,6,120,-0.5591816728171634,0.5591816728171634,-0.546675800477924,0.546675800477924
ecb_policy_rate,global_macro,monthly,as_is,0,140,0.5580660149323466,0.5580660149323466,0.590003852410874,0.590003852410874
chile_copper_production_ton,chile_cochilco,annual,repeat_within_year,1,120,-0.5578229449112556,0.5578229449112556,-0.4924856299693876,0.4924856299693876
chile_copper_production_ton,chile_cochilco,annual,repeat_within_year,0,120,-0.5576791979969212,0.5576791979969212,-0.4787496362083366,0.4787496362083366
peru_industrial_electricity_tariff_index,peru_cost_drivers,monthly,as_is,12,128,0.557632549190678,0.557632549190678,0.6611449701634017,0.6611449701634017
turkey_unemployment_rate_percent,turkey,monthly,as_is,1,139,-0.5564025388553809,0.5564025388553809,-0.5168379918362054,0.5168379918362054
ecb_policy_rate,global_macro,monthly,as_is,1,139,0.5562733623595443,0.5562733623595443,0.5917273785556464,0.5917273785556464
indonesia_reer,macro_fred,monthly,as_is,3,137,-0.5555378987164541,0.5555378987164541,-0.4112699983198611,0.4112699983198611
us_10y_treasury_yield,macro_fred,monthly,as_is,2,138,0.5553477307024255,0.5553477307024255,0.468300412979897,0.468300412979897
chile_sulfuric_acid_production_ton,chile_cochilco,annual,repeat_within_year,12,120,-0.5550256806729975,0.5550256806729975,-0.4429020427343744,0.4429020427343744
global_economic_policy_uncertainty_ppp_index,risk,monthly,as_is,2,138,0.5543309307192203,0.5543309307192203,0.5300292929731111,0.5300292929731111
chile_copper_production_ton,chile_cochilco,annual,repeat_within_year,2,120,-0.5535870590761062,0.5535870590761062,-0.5003586995641364,0.5003586995641364
ecb_policy_rate,global_macro,monthly,as_is,2,138,0.5532248710164194,0.5532248710164194,0.5936990365939437,0.5936990365939437
nickel_cash_usd_per_ton,other_metals,daily,monthly_mean,2,138,0.5521713051358067,0.5521713051358067,0.7283265104831399,0.7283265104831399
india_10y_yield,macro_fred,monthly,as_is,6,134,-0.5520592923032613,0.5520592923032613,-0.6023174881455675,0.6023174881455675
china_csi300,equities_indices,monthly,as_is,3,137,0.5515413318209265,0.5515413318209265,0.5381018164168238,0.5381018164168238
us_2y_yield,macro_fred,monthly,as_is,0,140,0.5510062389777621,0.5510062389777621,0.48169607015487154,0.48169607015487154
peru_usd_pen,peru_cost_drivers,monthly,as_is,3,137,0.5505095747537415,0.5505095747537415,0.6495578505088827,0.6495578505088827
is_forecast,icsg,annual,repeat_within_year,3,113,-0.550226639276668,0.550226639276668,-0.6762947349319774,0.6762947349319774
ecb_policy_rate,global_macro,monthly,as_is,6,134,0.5497770008874039,0.5497770008874039,0.5932741647183081,0.5932741647183081
chile_sulfuric_acid_production_ton,chile_cochilco,annual,repeat_within_year,6,120,-0.5492258419730374,0.5492258419730374,-0.45479540318601613,0.45479540318601613
ecb_policy_rate,global_macro,monthly,as_is,3,137,0.5488161288240492,0.5488161288240492,0.5941504345959294,0.5941504345959294
germany_dax_aurubis,equities_companies,monthly,as_is,12,128,0.5476210686811886,0.5476210686811886,0.5466947445522797,0.5466947445522797
nickel_stock_ton,other_metals,daily,month_end_last,12,128,-0.5474998535746025,0.5474998535746025,-0.5563884819630104,0.5563884819630104
china_real_estate_investment_yoy_pct,china,monthly,as_is,12,117,-0.5456697417044126,0.5456697417044126,-0.55416405307397,0.55416405307397
chile_copper_production_ton,chile_cochilco,annual,repeat_within_year,3,120,-0.5454934587970639,0.5454934587970639,-0.5027876252901758,0.5027876252901758
japan_industrial_production,global_macro,monthly,as_is,1,138,-0.5454537967895073,0.5454537967895073,-0.6080065951398523,0.6080065951398523
wti_usd_per_barrel,commodities,monthly,as_is,3,137,0.5440652466720944,0.5440652466720944,0.6192960329141362,0.6192960329141362
iron_ore_usd_per_dmtu,commodities,monthly,as_is,12,128,0.5431956430065318,0.5431956430065318,0.7028144452220149,0.7028144452220149
geopolitical_threats_index,risk,monthly,as_is,2,138,0.539867668952412,0.539867668952412,0.5337965108712776,0.5337965108712776
turkey_unemployment_rate_percent,turkey,monthly,as_is,2,138,-0.539496760827279,0.539496760827279,-0.501578652286536,0.501578652286536
aluminum_cash_usd_per_ton,other_metals,daily,monthly_mean,12,128,0.5393132229959497,0.5393132229959497,0.5519707928950741,0.5519707928950741
shfe_turnover,copper_market,daily,monthly_sum,6,56,0.5379161008200706,0.5379161008200706,0.3369788106630212,0.3369788106630212
global_economic_policy_uncertainty_index,risk,monthly,as_is,2,138,0.5367276911249781,0.5367276911249781,0.5070835112297339,0.5070835112297339
is_estimate,usgs,annual,repeat_within_year,3,120,0.5363008283303475,0.5363008283303475,0.4723209955313686,0.4723209955313686
chile_mining_wage_yoy_pct,chile_cochilco,annual,repeat_within_year,6,96,0.5352995046166036,0.5352995046166036,0.7423533146911584,0.7423533146911584
geopolitical_risk_index,risk,monthly,as_is,1,139,0.5335894545190865,0.5335894545190865,0.42543009071004056,0.42543009071004056
peru_usd_pen,peru_cost_drivers,monthly,as_is,2,138,0.5309221826107695,0.5309221826107695,0.6313145785172631,0.6313145785172631
us_housing_starts,macro_fred,monthly,as_is,0,139,0.5304042466939276,0.5304042466939276,0.6475090993512215,0.6475090993512215
us_10y_treasury_yield,macro_fred,monthly,as_is,3,137,0.5300769964293718,0.5300769964293718,0.43334235706276936,0.43334235706276936
geopolitical_risk_index,risk,monthly,as_is,0,140,0.527628689011737,0.527628689011737,0.4447311451750455,0.4447311451750455
us_2y_yield,macro_fred,monthly,as_is,1,139,0.5275165332886942,0.5275165332886942,0.45065164042938577,0.45065164042938577
china_real_estate_investment_yoy_pct,china,monthly,as_is,0,126,-0.5267429428682164,0.5267429428682164,-0.4588607982110904,0.4588607982110904
is_forecast,icsg,annual,repeat_within_year,2,114,-0.5257023704854177,0.5257023704854177,-0.6619903538082648,0.6619903538082648
korea_exports,macro_fred,monthly,as_is,12,128,0.52469647151081,0.52469647151081,0.5194446987731185,0.5194446987731185
germany_10y_bund_yield,macro_fred,monthly,as_is,12,128,0.5243813818062915,0.5243813818062915,0.24585447642180383,0.24585447642180383
peru_mining_employment,peru_mining,annual,repeat_within_year,12,68,0.5228248015015914,0.5228248015015914,0.37000703397445006,0.37000703397445006
china_real_estate_investment_yoy_pct,china,monthly,as_is,6,122,-0.5228027714275448,0.5228027714275448,-0.4794573748436921,0.4794573748436921
chile_sulfuric_acid_import_ton,chile_cochilco,annual,repeat_within_year,12,120,0.5227942630686685,0.5227942630686685,0.5243129325864568,0.5243129325864568
brent_oil_usd,macro_fred,monthly,as_is,3,137,0.522707997471641,0.522707997471641,0.5753215599156196,0.5753215599156196
china_real_estate_investment_yoy_pct,china,monthly,as_is,2,126,-0.5226406763781339,0.5226406763781339,-0.46420043512445397,0.46420043512445397
us_housing_starts,macro_fred,monthly,as_is,2,138,0.5209769408198891,0.5209769408198891,0.63902451851045,0.63902451851045
peru_usd_pen,peru_cost_drivers,monthly,as_is,0,139,0.5206898188768447,0.5206898188768447,0.5976667623976745,0.5976667623976745
japan_industrial_production,global_macro,monthly,as_is,0,138,-0.5200845705898184,0.5200845705898184,-0.5781913591358108,0.5781913591358108
uk_ftse100,equities_indices,monthly,as_is,12,128,0.5199026142387646,0.5199026142387646,0.43197216626991397,0.43197216626991397
euro_area_construction_output,global_macro,monthly,as_is,0,138,0.5198614127427216,0.5198614127427216,0.589477299446353,0.589477299446353
china_real_estate_investment_yoy_pct,china,monthly,as_is,1,126,-0.5194164453854603,0.5194164453854603,-0.46002171927034413,0.46002171927034413
nickel_cash_usd_per_ton,other_metals,daily,monthly_mean,3,137,0.5191857884528104,0.5191857884528104,0.7050189482330538,0.7050189482330538
fed_interest_rate,macro_fred,monthly,as_is,0,140,0.5190861845893552,0.5190861845893552,0.38721139877182204,0.38721139877182204
turkey_unemployment_rate_percent,turkey,monthly,as_is,3,137,-0.5167541664290953,0.5167541664290953,-0.47857626393509395,0.47857626393509395
turkey_capacity_motor_vehicles_percent,turkey,monthly,as_is,12,128,-0.51673571050763,0.51673571050763,-0.5490867057315509,0.5490867057315509
us_housing_starts,macro_fred,monthly,as_is,6,134,0.5162139035090387,0.5162139035090387,0.662241729946449,0.662241729946449
global_economic_policy_uncertainty_ppp_index,risk,monthly,as_is,1,139,0.5162058098573703,0.5162058098573703,0.5143259305598998,0.5143259305598998
is_estimate,usgs,annual,repeat_within_year,2,120,0.5160669487451183,0.5160669487451183,0.4683114794402704,0.4683114794402704
chile_sulfuric_acid_consumption_ton,chile_cochilco,annual,repeat_within_year,6,120,0.5160366991571965,0.5160366991571965,0.4334376080087723,0.4334376080087723
turkey_capacity_motor_vehicles_percent,turkey,monthly,as_is,3,137,-0.5155430164042537,0.5155430164042537,-0.601461720835589,0.601461720835589
us_housing_starts,macro_fred,monthly,as_is,12,128,0.513941196601779,0.513941196601779,0.6343963881076912,0.6343963881076912
fed_interest_rate,macro_fred,monthly,as_is,1,139,0.5130521288344645,0.5130521288344645,0.36126324507490354,0.36126324507490354
us_housing_starts,macro_fred,monthly,as_is,1,139,0.5125836716401092,0.5125836716401092,0.6421222204549436,0.6421222204549436
china_real_estate_investment_yoy_pct,china,monthly,as_is,3,125,-0.5121335815717397,0.5121335815717397,-0.46751730595416685,0.46751730595416685
peru_usd_pen,peru_cost_drivers,monthly,as_is,1,139,0.5119273347397697,0.5119273347397697,0.6104266207909257,0.6104266207909257
turkey_capacity_investment_goods_percent,turkey,monthly,as_is,12,128,-0.5112470107108191,0.5112470107108191,-0.5263188090101125,0.5263188090101125
fed_interest_rate,macro_fred,monthly,as_is,12,128,0.5109326593599,0.5109326593599,0.26450557285944,0.26450557285944
turkey_capacity_motor_vehicles_percent,turkey,monthly,as_is,0,140,-0.5097557821413151,0.5097557821413151,-0.5948262666462575,0.5948262666462575
fed_interest_rate,macro_fred,monthly,as_is,2,138,0.5082783434690712,0.5082783434690712,0.33764375376137706,0.33764375376137706
euro_area_construction_output,global_macro,monthly,as_is,1,138,0.5073558654980466,0.5073558654980466,0.5659633350071805,0.5659633350071805
fed_interest_rate,macro_fred,monthly,as_is,3,137,0.5056927357256836,0.5056927357256836,0.3234408099687725,0.3234408099687725
fed_interest_rate,macro_fred,monthly,as_is,6,134,0.5052398050912,0.5052398050912,0.31034047113149554,0.31034047113149554
us_2y_yield,macro_fred,monthly,as_is,2,138,0.5046369778554671,0.5046369778554671,0.4188190115764954,0.4188190115764954
chile_mining_wage_yoy_pct,chile_cochilco,annual,repeat_within_year,12,96,0.504384185905327,0.504384185905327,0.7334942917092088,0.7334942917092088
dollar_index,macro_fred,monthly,as_is,3,137,0.5041813541484473,0.5041813541484473,0.5137491365952919,0.5137491365952919
geopolitical_risk_index,risk,monthly,as_is,2,138,0.5033615327509072,0.5033615327509072,0.3985191408916662,0.3985191408916662
global_economic_policy_uncertainty_index,risk,monthly,as_is,1,139,0.5007283442485887,0.5007283442485887,0.4959247508825237,0.4959247508825237
global_economic_policy_uncertainty_ppp_index,risk,monthly,as_is,0,139,0.49911396946547437,0.49911396946547437,0.49677376111533134,0.49677376111533134
us_housing_starts,macro_fred,monthly,as_is,3,137,0.4988680318280104,0.4988680318280104,0.6234471462729744,0.6234471462729744
drc_policy_rate,global_macro,monthly,as_is,3,134,0.49881694826594963,0.49881694826594963,0.552066402843357,0.552066402843357
germany_manufacturing_order_books,macro_fred,monthly,as_is,12,128,-0.49827015916073825,0.49827015916073825,-0.4151554515945199,0.4151554515945199
geopolitical_threats_index,risk,monthly,as_is,3,137,0.49376257719765837,0.49376257719765837,0.4887524035320253,0.4887524035320253
turkey_capacity_motor_vehicles_percent,turkey,monthly,as_is,2,138,-0.49373946165560456,0.49373946165560456,-0.5930811047766039,0.5930811047766039
turkey_capacity_motor_vehicles_percent,turkey,monthly,as_is,1,139,-0.4929743975540085,0.4929743975540085,-0.587188882434425,0.587188882434425
is_forecast,icsg,annual,repeat_within_year,1,115,-0.4929381764434541,0.4929381764434541,-0.642374542670824,0.642374542670824
dollar_index,macro_fred,monthly,as_is,2,138,0.49018602046141624,0.49018602046141624,0.4966677245318945,0.4966677245318945
turkey_capacity_motor_vehicles_percent,turkey,monthly,as_is,6,134,-0.4898279483727968,0.4898279483727968,-0.5563735208668437,0.5563735208668437
turkey_foreign_trade_balance_usd,turkey,monthly,as_is,0,139,-0.48883041289467766,0.48883041289467766,-0.5008579471826266,0.5008579471826266
china_csi300,equities_indices,monthly,as_is,6,134,0.4873150839802893,0.4873150839802893,0.4839985535979252,0.4839985535979252
china_csi300_jiangxi_copper,equities_companies,monthly,as_is,12,128,0.48604929395326285,0.48604929395326285,0.4882175883537813,0.4882175883537813
is_estimate,usgs,annual,repeat_within_year,1,120,0.48559685464620084,0.48559685464620084,0.4546791247305365,0.4546791247305365
euro_area_construction_output,global_macro,monthly,as_is,2,138,0.48546815335625315,0.48546815335625315,0.5514672054296467,0.5514672054296467
turkey_capacity_investment_goods_percent,turkey,monthly,as_is,3,137,-0.4854300374545013,0.4854300374545013,-0.5820365933826323,0.5820365933826323
us_2y_yield,macro_fred,monthly,as_is,3,137,0.48364771731468326,0.48364771731468326,0.3894039707254756,0.3894039707254756
global_economic_policy_uncertainty_index,risk,monthly,as_is,0,139,0.4822283392277312,0.4822283392277312,0.4770901291389248,0.4770901291389248
zinc_stock_ton,other_metals,daily,month_end_last,0,140,-0.4817584917266813,0.4817584917266813,-0.4119945026292098,0.4119945026292098
korea_10y_yield,macro_fred,monthly,as_is,6,134,0.4810119942601071,0.4810119942601071,0.4631404381600768,0.4631404381600768
us_10y_treasury_yield,macro_fred,monthly,as_is,6,134,0.4802886860116281,0.4802886860116281,0.37911057498570916,0.37911057498570916
turkey_foreign_trade_balance_usd,turkey,monthly,as_is,1,139,-0.4796536605598585,0.4796536605598585,-0.48688502614057816,0.48688502614057816
turkey_capacity_investment_goods_percent,turkey,monthly,as_is,6,134,-0.47950045223583393,0.47950045223583393,-0.5519309874792564,0.5519309874792564
dollar_index,macro_fred,monthly,as_is,1,139,0.47942196715256924,0.47942196715256924,0.4835872916573573,0.4835872916573573
global_export,shipping,daily,monthly_sum,6,86,0.4752471587809902,0.4752471587809902,0.432124156799849,0.432124156799849
zinc_stock_ton,other_metals,daily,month_end_last,1,139,-0.4734043981648578,0.4734043981648578,-0.38897447269168633,0.38897447269168633
india_call_money_rate,macro_fred,monthly,as_is,6,134,-0.4730581436627202,0.4730581436627202,-0.5028629397203936,0.5028629397203936
zinc_cash_usd_per_ton,other_metals,daily,monthly_mean,6,134,0.47074595391203783,0.47074595391203783,0.5376899961346152,0.5376899961346152
poland_wig20_kghm,equities_companies,monthly,as_is,12,128,0.4702462411556817,0.4702462411556817,0.5636559238234755,0.5636559238234755
drc_policy_rate,global_macro,monthly,as_is,2,135,0.47016742914784276,0.47016742914784276,0.5310781336387285,0.5310781336387285
zinc_stock_ton,other_metals,daily,month_end_last,2,138,-0.4690620377302801,0.4690620377302801,-0.3714138613230849,0.3714138613230849
zinc_stock_ton,other_metals,daily,month_end_last,6,134,-0.4690490483480813,0.4690490483480813,-0.34994993696948234,0.34994993696948234
shfe_volume_lots,copper_market,daily,monthly_sum,0,128,-0.46883977341144656,0.46883977341144656,-0.48536783556125257,0.48536783556125257
icsg_refined_balance_ton,icsg,annual,repeat_within_year,12,104,0.46840038178457394,0.46840038178457394,0.32907030747058547,0.32907030747058547
zinc_stock_ton,other_metals,daily,month_end_last,3,137,-0.4680584994957531,0.4680584994957531,-0.3597834951832577,0.3597834951832577
dollar_index,macro_fred,monthly,as_is,0,140,0.4674170063301721,0.4674170063301721,0.47469768865758466,0.47469768865758466
turkey_foreign_trade_balance_usd,turkey,monthly,as_is,2,138,-0.46649972078090834,0.46649972078090834,-0.4684706693547097,0.4684706693547097
turkey_unemployment_rate_percent,turkey,monthly,as_is,6,134,-0.4658190674908824,0.4658190674908824,-0.4223816700511988,0.4223816700511988
euro_area_construction_output,global_macro,monthly,as_is,3,137,0.4656318860143968,0.4656318860143968,0.5342337793380657,0.5342337793380657
geopolitical_risk_index,risk,monthly,as_is,3,137,0.46422214721328203,0.46422214721328203,0.35892433774525356,0.35892433774525356
turkey_capacity_investment_goods_percent,turkey,monthly,as_is,2,138,-0.46390840640478626,0.46390840640478626,-0.5727976816251622,0.5727976816251622
usd_cny,macro_fred,monthly,as_is,6,134,0.46106383770847004,0.46106383770847004,0.47255701442661385,0.47255701442661385
peru_diesel_price_index,peru_cost_drivers,monthly,as_is,6,134,0.4608126208643189,0.4608126208643189,0.5561455896929861,0.5561455896929861
nickel_stock_ton,other_metals,daily,month_end_last,6,134,-0.46076248633967243,0.46076248633967243,-0.47863190314093695,0.47863190314093695
shfe_volume_lots,copper_market,daily,monthly_sum,1,127,-0.46059414630598516,0.46059414630598516,-0.47561632920884883,0.47561632920884883
shfe_volume_lots,copper_market,daily,monthly_sum,2,126,-0.4593850212458893,0.4593850212458893,-0.4749636295463068,0.4749636295463068
uk_ftse100_glencore,equities_companies,monthly,as_is,6,134,0.457299635385591,0.457299635385591,0.4934849561715233,0.4934849561715233
shfe_volume_lots,copper_market,daily,monthly_sum,3,125,-0.457295487576609,0.457295487576609,-0.4735668202764976,0.4735668202764976
is_forecast,icsg,annual,repeat_within_year,0,116,-0.4561343076709087,0.4561343076709087,-0.6166990560658483,0.6166990560658483
turkey_capacity_investment_goods_percent,turkey,monthly,as_is,0,140,-0.45514652816038764,0.45514652816038764,-0.5658758212197458,0.5658758212197458
shfe_volume_lots,copper_market,daily,monthly_sum,6,122,-0.4529637380912504,0.4529637380912504,-0.4805251453137753,0.4805251453137753
turkey_capacity_investment_goods_percent,turkey,monthly,as_is,1,139,-0.4524158277294229,0.4524158277294229,-0.5624055260586763,0.5624055260586763
us_2y_yield,macro_fred,monthly,as_is,6,134,0.45103655993760783,0.45103655993760783,0.33788138032949927,0.33788138032949927
india_10y_yield,macro_fred,monthly,as_is,3,137,-0.4502393401384169,0.4502393401384169,-0.5229858436469149,0.5229858436469149
euro_area_construction_output,global_macro,monthly,as_is,6,134,0.4500089983091777,0.4500089983091777,0.5106785866748791,0.5106785866748791
peru_mining_employment_yoy_pct,peru_mining,annual,repeat_within_year,3,60,0.44976201447093705,0.44976201447093705,0.6240261469100595,0.6240261469100595
zinc_stock_ton,other_metals,daily,month_end_last,12,128,-0.44806945438838985,0.44806945438838985,-0.3375273781238835,0.3375273781238835
is_estimate,usgs,annual,repeat_within_year,0,120,0.44797201048868707,0.44797201048868707,0.43543344749326507,0.43543344749326507
india_call_money_rate,macro_fred,monthly,as_is,3,137,-0.4466424540858354,0.4466424540858354,-0.49396650440923556,0.49396650440923556
copper_stock_ton,copper_market,daily,month_end_last,6,134,-0.44515426975220423,0.44515426975220423,-0.4408070943718601,0.4408070943718601
poland_wig20,equities_indices,monthly,as_is,6,134,0.44455378930543366,0.44455378930543366,0.2652028080150626,0.2652028080150626
us_2y_yield,macro_fred,monthly,as_is,12,128,0.4416989657565128,0.4416989657565128,0.27918635060941677,0.27918635060941677
global_import,shipping,daily,monthly_sum,1,91,0.44081994338455677,0.44081994338455677,0.4356744704570792,0.4356744704570792
india_call_money_rate,macro_fred,monthly,as_is,12,128,-0.4401965745535147,0.4401965745535147,-0.43980160740350105,0.43980160740350105
drc_policy_rate,global_macro,monthly,as_is,1,136,0.4400666971440739,0.4400666971440739,0.5109000171717336,0.5109000171717336
peru_copper_production_yoy_pct,peru_mining,annual,repeat_within_year,12,128,-0.43948988101117453,0.43948988101117453,-0.32983468976995844,0.32983468976995844
nickel_stock_ton,other_metals,daily,month_end_last,3,137,-0.43708764595061156,0.43708764595061156,-0.4667565852110441,0.4667565852110441
india_call_money_rate,macro_fred,monthly,as_is,2,138,-0.43706455354347207,0.43706455354347207,-0.48747850594044834,0.48747850594044834
indonesia_reer,macro_fred,monthly,as_is,6,134,-0.43503552557025604,0.43503552557025604,-0.3063155400940162,0.3063155400940162
nickel_stock_ton,other_metals,daily,month_end_last,2,138,-0.4348699497815183,0.4348699497815183,-0.4690779905431414,0.4690779905431414
nickel_stock_ton,other_metals,daily,month_end_last,1,139,-0.43383589775073284,0.43383589775073284,-0.47116939988381956,0.47116939988381956
turkey_foreign_trade_balance_usd,turkey,monthly,as_is,3,137,-0.4336409707344252,0.4336409707344252,-0.44906845632572284,0.44906845632572284
peru_mining_employment_yoy_pct,peru_mining,annual,repeat_within_year,2,60,0.43313881484812466,0.43313881484812466,0.6056524217556738,0.6056524217556738
nickel_cash_usd_per_ton,other_metals,daily,monthly_mean,6,134,0.4329977917560498,0.4329977917560498,0.6176810184665644,0.6176810184665644
peru_copper_production_yoy_pct,peru_mining,annual,repeat_within_year,6,132,-0.43228063838538466,0.43228063838538466,-0.2733032925021179,0.2733032925021179
nickel_stock_ton,other_metals,daily,month_end_last,0,140,-0.43225462324285124,0.43225462324285124,-0.4725109881699505,0.4725109881699505
korea_call_money_rate,macro_fred,monthly,as_is,0,138,0.4304553472362494,0.4304553472362494,0.3616119514301834,0.3616119514301834
indonesia_call_money_rate,macro_fred,monthly,as_is,6,134,-0.43003297149171327,0.43003297149171327,-0.44180995081044394,0.44180995081044394
india_call_money_rate,macro_fred,monthly,as_is,1,138,-0.4298116801274907,0.4298116801274907,-0.4805552696685827,0.4805552696685827
drc_policy_rate,global_macro,monthly,as_is,0,136,0.42957168480611335,0.42957168480611335,0.49957702767964873,0.49957702767964873
global_import,shipping,daily,monthly_sum,6,86,0.4274505413719045,0.4274505413719045,0.38655596962120853,0.38655596962120853
copper_stock_ton,copper_market,daily,month_end_last,12,128,-0.4262480252296269,0.4262480252296269,-0.4353947814547085,0.4353947814547085
