feature,category,frequency,aggregation,feature_lag_months,paired_observations,pearson_correlation,abs_pearson_correlation,spearman_correlation,abs_spearman_correlation
indonesia_call_money_rate,macro_fred,monthly,as_is,3,137,-0.42124060181897216,0.42124060181897216,-0.43656882273737074,0.43656882273737074
chile_sulfuric_acid_consumption_ton,chile_cochilco,annual,repeat_within_year,12,120,0.42009906408004805,0.42009906408004805,0.3976737705943287,0.3976737705943287
china_copper_related_portcalls,shipping,daily,monthly_sum,12,80,0.41977064782872825,0.41977064782872825,0.4406169786633947,0.4406169786633947
peru_industrial_electricity_tariff_index,peru_cost_drivers,monthly,as_is,6,134,0.4185017411352702,0.4185017411352702,0.5618248506436083,0.5618248506436083
peru_diesel_price_index,peru_cost_drivers,monthly,as_is,12,128,0.41778604675854425,0.41778604675854425,0.4869245106885198,0.4869245106885198
korea_call_money_rate,macro_fred,monthly,as_is,1,138,0.41726575194172516,0.41726575194172516,0.33635919692194377,0.33635919692194377
india_call_money_rate,macro_fred,monthly,as_is,0,138,-0.4165699339184829,0.4165699339184829,-0.4659236402427855,0.4659236402427855
global_import,shipping,daily,monthly_sum,2,90,0.41645942338390585,0.41645942338390585,0.4139688027328477,0.4139688027328477
global_export,shipping,daily,monthly_sum,2,90,0.4161119231556943,0.4161119231556943,0.4160925217104992,0.4160925217104992
canada_tsx_composite_first_quantum_minerals,equities_companies,monthly,as_is,12,128,0.4151691864552722,0.4151691864552722,0.45941105108954394,0.45941105108954394
coal_australia_usd_per_ton,commodities,monthly,as_is,0,139,0.41504461388853214,0.41504461388853214,0.7508777888669472,0.7508777888669472
nickel_cash_usd_per_ton,other_metals,daily,monthly_mean,12,128,0.4147164931308093,0.4147164931308093,0.5739505127266068,0.5739505127266068
us_10y_treasury_yield,macro_fred,monthly,as_is,12,128,0.4137272130487624,0.4137272130487624,0.2552440851705281,0.2552440851705281
india_10y_yield,macro_fred,monthly,as_is,2,138,-0.4126808539675721,0.4126808539675721,-0.48393279732261935,0.48393279732261935
copper_supply_dry_bulk_portcalls,shipping,daily,monthly_sum,1,91,0.41245709480571324,0.41245709480571324,0.3623629731780093,0.3623629731780093
global_export,shipping,daily,monthly_sum,3,89,0.4116149739859992,0.4116149739859992,0.3939904664623766,0.3939904664623766
global_export,shipping,daily,monthly_sum,12,80,0.40984319134394703,0.40984319134394703,0.39151429910923585,0.39151429910923585
global_export,shipping,daily,monthly_sum,1,91,0.4090086683663309,0.4090086683663309,0.4272177098264055,0.4272177098264055
geopolitical_acts_index,risk,monthly,as_is,1,139,0.40767895839380286,0.40767895839380286,0.2372715492202511,0.2372715492202511
usd_gbp,macro_fred,monthly,as_is,12,128,-0.4076300253897282,0.4076300253897282,-0.3805163889397546,0.3805163889397546
peru_mining_employment_yoy_pct,peru_mining,annual,repeat_within_year,1,60,0.40584259172398923,0.40584259172398923,0.5518922629706197,0.5518922629706197
global_import,shipping,daily,monthly_sum,3,89,0.4054498435396075,0.4054498435396075,0.39242424242424245,0.39242424242424245
korea_call_money_rate,macro_fred,monthly,as_is,2,138,0.40408966377277833,0.40408966377277833,0.3136445110095658,0.3136445110095658
geopolitical_acts_index,risk,monthly,as_is,0,140,0.4009623259494338,0.4009623259494338,0.25150991668671147,0.25150991668671147
wti_usd_per_barrel,commodities,monthly,as_is,6,134,0.3984424569397996,0.3984424569397996,0.5082502572664942,0.5082502572664942
peru_copper_production_yoy_pct,peru_mining,annual,repeat_within_year,3,132,-0.3949303266820508,0.3949303266820508,-0.23419709329891633,0.23419709329891633
palladium_usd_per_troy_ounce,other_metals,daily,monthly_mean,6,134,0.3945353327426891,0.3945353327426891,0.5115500193269242,0.5115500193269242
copper_supply_dry_bulk_portcalls,shipping,daily,monthly_sum,3,89,0.3937774998488357,0.3937774998488357,0.34187255763260815,0.34187255763260815
korea_call_money_rate,macro_fred,monthly,as_is,3,137,0.3905123868115159,0.3905123868115159,0.28591914097556725,0.28591914097556725
geopolitical_acts_index,risk,monthly,as_is,2,138,0.38767853545745634,0.38767853545745634,0.21498941754244963,0.21498941754244963
indonesia_call_money_rate,macro_fred,monthly,as_is,2,138,-0.3866759329775663,0.3866759329775663,-0.4092980583151501,0.4092980583151501
icsg_refined_balance_ton,icsg,annual,repeat_within_year,6,110,0.3861907900773421,0.3861907900773421,0.27939848815746904,0.27939848815746904
copper_supply_dry_bulk_portcalls,shipping,daily,monthly_sum,2,90,0.38484328650253624,0.38484328650253624,0.33951656809026215,0.33951656809026215
palladium_usd_per_troy_ounce,other_metals,daily,monthly_mean,3,137,0.38420940569994433,0.38420940569994433,0.4957436481415796,0.4957436481415796
coal_australia_usd_per_ton,commodities,monthly,as_is,1,139,0.3832119436530748,0.3832119436530748,0.7219685706014233,0.7219685706014233
global_import,shipping,daily,monthly_sum,12,80,0.3822575135860055,0.3822575135860055,0.3800281293952181,0.3800281293952181
indonesia_call_money_rate,macro_fred,monthly,as_is,1,138,-0.3817501097703859,0.3817501097703859,-0.40173835503486005,0.40173835503486005
copper_supply_dry_bulk_portcalls,shipping,daily,monthly_sum,6,86,0.38153437416309927,0.38153437416309927,0.36721389662897,0.36721389662897
peru_copper_production_yoy_pct,peru_mining,annual,repeat_within_year,2,132,-0.38054154110251165,0.38054154110251165,-0.2184162958712578,0.2184162958712578
us_10y_2y_spread,macro_fred,monthly,as_is,12,128,-0.3772940226705451,0.3772940226705451,-0.3990597442388084,0.3990597442388084
peru_copper_production_yoy_pct,peru_mining,annual,repeat_within_year,1,132,-0.3744639615488244,0.3744639615488244,-0.21319794453063767,0.21319794453063767
china_copper_related_dry_bulk_portcalls,shipping,daily,monthly_sum,12,80,0.373918576269841,0.373918576269841,0.5177892251601646,0.5177892251601646
india_10y_yield,macro_fred,monthly,as_is,1,138,-0.3737914921265675,0.3737914921265675,-0.43084236229974743,0.43084236229974743
global_import,shipping,daily,monthly_sum,0,92,0.3731283169069723,0.3731283169069723,0.4273230276035325,0.4273230276035325
turkey_consumer_confidence_index,turkey,monthly,as_is,12,128,-0.37301214076379785,0.37301214076379785,-0.4007793902215711,0.4007793902215711
palladium_usd_per_troy_ounce,other_metals,daily,monthly_mean,2,138,0.3729976809614617,0.3729976809614617,0.49090502272888126,0.49090502272888126
turkey_foreign_trade_balance_usd,turkey,monthly,as_is,6,134,-0.3720266574361346,0.3720266574361346,-0.3745408296861557,0.3745408296861557
peru_copper_production_yoy_pct,peru_mining,annual,repeat_within_year,0,132,-0.3716894175047284,0.3716894175047284,-0.2157756843494982,0.2157756843494982
indonesia_call_money_rate,macro_fred,monthly,as_is,0,138,-0.3687327124693302,0.3687327124693302,-0.3857756804844289,0.3857756804844289
brent_oil_usd,macro_fred,monthly,as_is,6,134,0.3675280601719073,0.3675280601719073,0.4582376338857094,0.4582376338857094
peru_mining_employment_yoy_pct,peru_mining,annual,repeat_within_year,0,60,0.36521829707462083,0.36521829707462083,0.46138465387679434,0.46138465387679434
palladium_usd_per_troy_ounce,other_metals,daily,monthly_mean,1,139,0.3648607127912893,0.3648607127912893,0.49198355601233296,0.49198355601233296
copper_supply_dry_bulk_portcalls,shipping,daily,monthly_sum,0,92,0.3641601278226666,0.3641601278226666,0.3667272821048791,0.3667272821048791
turkey_consumer_confidence_index,turkey,monthly,as_is,6,134,-0.36360577707143726,0.36360577707143726,-0.4103367872417362,0.4103367872417362
coal_australia_usd_per_ton,commodities,monthly,as_is,2,138,0.36286685510200717,0.36286685510200717,0.6999252254000081,0.6999252254000081
geopolitical_acts_index,risk,monthly,as_is,3,137,0.3610814714473886,0.3610814714473886,0.1878628633300353,0.1878628633300353
korea_call_money_rate,macro_fred,monthly,as_is,12,128,0.36086469106831087,0.36086469106831087,0.1294545796904719,0.1294545796904719
palladium_usd_per_troy_ounce,other_metals,daily,monthly_mean,0,140,0.3564493574420768,0.3564493574420768,0.49029760993636706,0.49029760993636706
korea_call_money_rate,macro_fred,monthly,as_is,6,134,0.3537984442778499,0.3537984442778499,0.21250637470558204,0.21250637470558204
copper_supply_dry_bulk_export,shipping,daily,monthly_sum,1,91,0.3529527767820105,0.3529527767820105,0.2616977225672878,0.2616977225672878
euro_area_construction_output,global_macro,monthly,as_is,12,128,0.35280035342681626,0.35280035342681626,0.44965438273772396,0.44965438273772396
china_copper_related_portcalls,shipping,daily,monthly_sum,6,86,0.3522609923504997,0.3522609923504997,0.3564746895213723,0.3564746895213723
peru_formal_private_income_pen,peru_cost_drivers,monthly,as_is,1,138,0.3521805940246209,0.3521805940246209,0.5127920025300808,0.5127920025300808
peru_formal_private_income_pen,peru_cost_drivers,monthly,as_is,3,137,0.35098111339524346,0.35098111339524346,0.49335411727369455,0.49335411727369455
peru_formal_private_income_pen,peru_cost_drivers,monthly,as_is,2,138,0.3484866153557453,0.3484866153557453,0.5017186524306989,0.5017186524306989
coal_australia_usd_per_ton,commodities,monthly,as_is,3,137,0.3474944893796051,0.3474944893796051,0.6773255984322893,0.6773255984322893
peru_formal_private_income_pen,peru_cost_drivers,monthly,as_is,0,138,0.34739119879293884,0.34739119879293884,0.5244932229959226,0.5244932229959226
global_export,shipping,daily,monthly_sum,0,92,0.3463248373151281,0.3463248373151281,0.42887967572399543,0.42887967572399543
turkey_capacity_machinery_percent,turkey,monthly,as_is,6,134,-0.3459822381903201,0.3459822381903201,-0.3554632850783676,0.3554632850783676
turkey_manufacturing_capacity_utilization_percent,turkey,monthly,as_is,12,128,-0.3456951188879662,0.3456951188879662,-0.41225791350782615,0.41225791350782615
usd_cny,macro_fred,monthly,as_is,3,137,0.34517398945634603,0.34517398945634603,0.35746821737263607,0.35746821737263607
turkey_capacity_machinery_percent,turkey,monthly,as_is,12,128,-0.3448856973195099,0.3448856973195099,-0.3901300128181652,0.3901300128181652
hong_kong_hang_seng,equities_indices,monthly,as_is,12,128,-0.34450675987741763,0.34450675987741763,-0.3537355795641824,0.3537355795641824
turkey_unemployment_rate_percent,turkey,monthly,as_is,12,128,-0.3427375382718944,0.3427375382718944,-0.2893139788488853,0.2893139788488853
palladium_usd_per_troy_ounce,other_metals,daily,monthly_mean,12,128,0.3424966131046994,0.3424966131046994,0.4828671488738326,0.4828671488738326
copper_supply_dry_bulk_export,shipping,daily,monthly_sum,3,89,0.3419427690469025,0.3419427690469025,0.28498467824310525,0.28498467824310525
turkey_consumer_confidence_index,turkey,monthly,as_is,3,137,-0.3403742728483401,0.3403742728483401,-0.3928024716709914,0.3928024716709914
geopolitical_threats_index,risk,monthly,as_is,6,134,0.33973249367105396,0.33973249367105396,0.41009239516702206,0.41009239516702206
germany_manufacturing_order_books,macro_fred,monthly,as_is,6,134,-0.33943857352852974,0.33943857352852974,-0.23554042076620355,0.23554042076620355
geopolitical_threats_index,risk,monthly,as_is,12,128,0.3383717130996519,0.3383717130996519,0.29122413477385095,0.29122413477385095
peru_mining_employment_yoy_pct,peru_mining,annual,repeat_within_year,6,60,0.33820560599600585,0.33820560599600585,0.5124227793056432,0.5124227793056432
turkey_consumer_confidence_index,turkey,monthly,as_is,2,138,-0.33805928040729194,0.33805928040729194,-0.39559669306763406,0.39559669306763406
copper_supply_dry_bulk_export,shipping,daily,monthly_sum,0,92,0.33606056535197804,0.33606056535197804,0.2865927900991015,0.2865927900991015
turkey_capacity_fabricated_metals_percent,turkey,monthly,as_is,0,140,0.3352847145287077,0.3352847145287077,0.37206708797096066,0.37206708797096066
g20_composite_leading_indicator,leading_indicators,monthly,as_is,0,138,0.33510618971215966,0.33510618971215966,0.4640459006961362,0.4640459006961362
turkey_consumer_confidence_index,turkey,monthly,as_is,1,139,-0.3337780609479253,0.3337780609479253,-0.39884266499843596,0.39884266499843596
peru_industrial_electricity_tariff_index,peru_cost_drivers,monthly,as_is,3,137,0.3322593686371268,0.3322593686371268,0.48374661009627307,0.48374661009627307
chile_sulfuric_acid_export_ton,chile_cochilco,annual,repeat_within_year,0,120,-0.3308421452996663,0.3308421452996663,-0.4114097643553796,0.4114097643553796
wti_usd_per_barrel,commodities,monthly,as_is,12,128,0.32973484313734047,0.32973484313734047,0.3834562479650858,0.3834562479650858
g20_composite_leading_indicator,leading_indicators,monthly,as_is,1,138,0.3294874918622181,0.3294874918622181,0.4812244143117749,0.4812244143117749
india_10y_yield,macro_fred,monthly,as_is,0,138,-0.3286732536620283,0.3286732536620283,-0.36945262261476136,0.36945262261476136
korea_10y_yield,macro_fred,monthly,as_is,12,128,0.32814377824611723,0.32814377824611723,0.2970609778428859,0.2970609778428859
canada_tsx_composite_hudbay_minerals,equities_companies,monthly,as_is,12,128,0.32750082291517946,0.32750082291517946,0.20538248489287672,0.20538248489287672
turkey_consumer_confidence_index,turkey,monthly,as_is,0,140,-0.3267389086049441,0.3267389086049441,-0.3975202816470228,0.3975202816470228
turkey_foreign_trade_balance_usd,turkey,monthly,as_is,12,128,-0.3257129204275472,0.3257129204275472,-0.30169611792711953,0.30169611792711953
global_container_portcalls,shipping,daily,monthly_sum,12,80,0.3256525899467776,0.3256525899467776,0.3511389541724277,0.3511389541724277
geopolitical_risk_index,risk,monthly,as_is,12,128,0.3227690831161499,0.3227690831161499,0.20733954403955318,0.20733954403955318
shfe_open_interest_lots,copper_market,daily,month_end_last,12,116,-0.32213338055997126,0.32213338055997126,-0.3488332756698574,0.3488332756698574
copper_supply_dry_bulk_export,shipping,daily,monthly_sum,2,90,0.3220018139983021,0.3220018139983021,0.27214059348890807,0.27214059348890807
chile_sulfuric_acid_export_ton,chile_cochilco,annual,repeat_within_year,1,120,-0.31980822005875315,0.31980822005875315,-0.3964174297015496,0.3964174297015496
peru_formal_private_income_pen,peru_cost_drivers,monthly,as_is,6,134,0.31775846483550974,0.31775846483550974,0.45251686430005367,0.45251686430005367
natural_gas_usd,macro_fred,monthly,as_is,0,140,0.31668851224294486,0.31668851224294486,0.3915943233255341,0.3915943233255341
lead_stock_ton,other_metals,daily,month_end_last,0,140,0.3162146253279607,0.3162146253279607,0.07962467308760886,0.07962467308760886
turkey_capacity_fabricated_metals_percent,turkey,monthly,as_is,1,139,0.3154187925201642,0.3154187925201642,0.35556995397470836,0.35556995397470836
peru_industrial_electricity_tariff_index,peru_cost_drivers,monthly,as_is,2,138,0.3152456984707437,0.3152456984707437,0.469345958149423,0.469345958149423
china_copper_related_dry_bulk_import,shipping,daily,monthly_sum,12,80,0.3147460351377491,0.3147460351377491,0.3130567276136897,0.3130567276136897
turkey_capacity_machinery_percent,turkey,monthly,as_is,3,137,-0.31402590624631427,0.31402590624631427,-0.3307353407881718,0.3307353407881718
global_dry_bulk_export,shipping,daily,monthly_sum,6,86,0.31170242579562296,0.31170242579562296,0.3447049389122128,0.3447049389122128
peru_industrial_electricity_tariff_index,peru_cost_drivers,monthly,as_is,0,139,0.31135000633390575,0.31135000633390575,0.45311583043965814,0.45311583043965814
baltic_dry_index,shipping,daily,monthly_mean,12,128,0.31058399922145347,0.31058399922145347,0.48450947628639435,0.48450947628639435
peru_formal_private_income_pen,peru_cost_drivers,monthly,as_is,12,128,0.3083643072155705,0.3083643072155705,0.43721960263687965,0.43721960263687965
g20_composite_leading_indicator,leading_indicators,monthly,as_is,2,138,0.30671379500042184,0.30671379500042184,0.48738895269059257,0.48738895269059257
euro_area_industrial_production,global_macro,monthly,as_is,0,138,0.3066841270273857,0.3066841270273857,0.39124527907110057,0.39124527907110057
coal_australia_usd_per_ton,commodities,monthly,as_is,6,134,0.3063253130188964,0.3063253130188964,0.5941940979137893,0.5941940979137893
copper_supply_dry_bulk_export,shipping,daily,monthly_sum,6,86,0.3055908332786857,0.3055908332786857,0.30872210953346857,0.30872210953346857
usd_cny,macro_fred,monthly,as_is,2,138,0.30558733329141985,0.30558733329141985,0.3147316485117206,0.3147316485117206
china_copper_related_dry_bulk_export,shipping,daily,monthly_sum,12,80,0.30518264501799286,0.30518264501799286,0.5241443975621192,0.5241443975621192
natural_gas_usd,macro_fred,monthly,as_is,1,139,0.30413772072342254,0.30413772072342254,0.3896063273604718,0.3896063273604718
china_csi300,equities_indices,monthly,as_is,12,128,0.3038440823530746,0.3038440823530746,0.37385552096685587,0.37385552096685587
turkey_capacity_fabricated_metals_percent,turkey,monthly,as_is,2,138,0.3034859802484311,0.3034859802484311,0.35524864779709076,0.35524864779709076
turkey_capacity_intermediate_goods_percent,turkey,monthly,as_is,12,128,-0.3029548333604356,0.3029548333604356,-0.30672082167449743,0.30672082167449743
vix_index,macro_fred,monthly,as_is,12,128,0.30266584041828876,0.30266584041828876,0.347495804763398,0.347495804763398
geopolitical_risk_index,risk,monthly,as_is,6,134,0.3022580338260019,0.3022580338260019,0.28732278457337374,0.28732278457337374
china_copper_related_dry_bulk_export,shipping,daily,monthly_sum,6,86,0.30164893036442486,0.30164893036442486,0.6116043209585357,0.6116043209585357
peru_industrial_electricity_tariff_index,peru_cost_drivers,monthly,as_is,1,139,0.29835486379819676,0.29835486379819676,0.45314489696517785,0.45314489696517785
lead_stock_ton,other_metals,daily,month_end_last,1,139,0.2966691858919468,0.2966691858919468,0.08459531076232078,0.08459531076232078
china_copper_related_portcalls,shipping,daily,monthly_sum,3,89,0.2965826279532633,0.2965826279532633,0.3242734810391783,0.3242734810391783
chile_sulfuric_acid_export_ton,chile_cochilco,annual,repeat_within_year,2,120,-0.29631453530243657,0.29631453530243657,-0.3562982771921386,0.3562982771921386
icsg_refined_balance_ton,icsg,annual,repeat_within_year,3,113,0.29561152058873563,0.29561152058873563,0.27492491382731804,0.27492491382731804
china_fixed_asset_investment_yoy_pct,china,monthly,as_is,12,117,-0.29322377393954646,0.29322377393954646,-0.6330748526178113,0.6330748526178113
turkey_capacity_machinery_percent,turkey,monthly,as_is,2,138,-0.2919051528724454,0.2919051528724454,-0.30708305459726154,0.30708305459726154
natural_gas_usd,macro_fred,monthly,as_is,3,137,0.29163512191546553,0.29163512191546553,0.376187764855228,0.376187764855228
brent_oil_usd,macro_fred,monthly,as_is,12,128,0.29131309304134295,0.29131309304134295,0.33181880607947256,0.33181880607947256
natural_gas_usd,macro_fred,monthly,as_is,6,134,0.29103708309178317,0.29103708309178317,0.30698387760445894,0.30698387760445894
global_dry_bulk_import,shipping,daily,monthly_sum,6,86,0.28966965056425065,0.28966965056425065,0.317401764234162,0.317401764234162
natural_gas_usd,macro_fred,monthly,as_is,2,138,0.2890207060509476,0.2890207060509476,0.3832995805830739,0.3832995805830739
turkey_capacity_fabricated_metals_percent,turkey,monthly,as_is,3,137,0.2883108675662471,0.2883108675662471,0.34513319767767464,0.34513319767767464
global_dry_bulk_import,shipping,daily,monthly_sum,12,80,0.2847799772000991,0.2847799772000991,0.28900609470229727,0.28900609470229727
indonesia_call_money_rate,macro_fred,monthly,as_is,12,128,-0.28445708370368133,0.28445708370368133,-0.31608111047224763,0.31608111047224763
euro_area_industrial_production,global_macro,monthly,as_is,1,138,0.28186689780234153,0.28186689780234153,0.3669367418203295,0.3669367418203295
uk_ftse100_glencore,equities_companies,monthly,as_is,12,128,0.2813165280843836,0.2813165280843836,0.31543558872001465,0.31543558872001465
china_copper_related_dry_bulk_export,shipping,daily,monthly_sum,3,89,0.2806647842968552,0.2806647842968552,0.5684882533197141,0.5684882533197141
g20_composite_leading_indicator,leading_indicators,monthly,as_is,3,137,0.2780893769993929,0.2780893769993929,0.4762213676330576,0.4762213676330576
usd_gbp,macro_fred,monthly,as_is,6,134,-0.2774799700774642,0.2774799700774642,-0.1825134976745346,0.1825134976745346
icsg_refined_balance_ton,icsg,annual,repeat_within_year,2,114,0.2754199335380388,0.2754199335380388,0.27449842724675905,0.27449842724675905
us_10y_2y_spread,macro_fred,monthly,as_is,0,140,-0.2722226343265987,0.2722226343265987,-0.3064456350615187,0.3064456350615187
china_copper_related_portcalls,shipping,daily,monthly_sum,2,90,0.27220045623336997,0.27220045623336997,0.3129573685631099,0.3129573685631099
usd_cny,macro_fred,monthly,as_is,1,139,0.27104159723610194,0.27104159723610194,0.27779614817462794,0.27779614817462794
copper_stock_ton,copper_market,daily,month_end_last,3,137,-0.27103482806871426,0.27103482806871426,-0.3779784615035901,0.3779784615035901
global_dry_bulk_import,shipping,daily,monthly_sum,1,91,0.26957851309666786,0.26957851309666786,0.31501831501831506,0.31501831501831506
us_10y_2y_spread,macro_fred,monthly,as_is,6,134,-0.26935237790951405,0.26935237790951405,-0.2798790927248547,0.2798790927248547
lead_stock_ton,other_metals,daily,month_end_last,2,138,0.26569942787434353,0.26569942787434353,0.0927082310671854,0.0927082310671854
us_10y_2y_spread,macro_fred,monthly,as_is,1,139,-0.2651855377253811,0.2651855377253811,-0.2869901258034375,0.2869901258034375
turkey_capacity_machinery_percent,turkey,monthly,as_is,1,139,-0.26500446235404984,0.26500446235404984,-0.2828723356718352,0.2828723356718352
global_dry_bulk_import,shipping,daily,monthly_sum,2,90,0.2637551806035671,0.2637551806035671,0.31351195620858546,0.31351195620858546
chile_sulfuric_acid_export_ton,chile_cochilco,annual,repeat_within_year,3,120,-0.2633528486719198,0.2633528486719198,-0.3142527353137997,0.3142527353137997
zinc_cash_usd_per_ton,other_metals,daily,monthly_mean,12,128,0.26068373129246447,0.26068373129246447,0.2775704999084417,0.2775704999084417
global_dry_bulk_export,shipping,daily,monthly_sum,12,80,0.25921852838267795,0.25921852838267795,0.2974449132676981,0.2974449132676981
germany_manufacturing_order_books,macro_fred,monthly,as_is,3,137,-0.2587466812250134,0.2587466812250134,-0.16469597158982485,0.16469597158982485
us_10y_2y_spread,macro_fred,monthly,as_is,2,138,-0.2579005320567321,0.2579005320567321,-0.27154887066322875,0.27154887066322875
icsg_refined_balance_ton,icsg,annual,repeat_within_year,1,115,0.2566753260341333,0.2566753260341333,0.27776855572345505,0.27776855572345505
us_industrial_production,macro_fred,monthly,as_is,12,128,-0.2546987996790856,0.2546987996790856,-0.3275103110558754,0.3275103110558754
us_10y_2y_spread,macro_fred,monthly,as_is,3,137,-0.25329838046422154,0.25329838046422154,-0.26493942385239116,0.26493942385239116
china_copper_related_dry_bulk_export,shipping,daily,monthly_sum,2,90,0.25228507946701695,0.25228507946701695,0.5139811499362061,0.5139811499362061
platinum_usd_per_troy_ounce,commodities,monthly,as_is,12,128,0.2513471428687026,0.2513471428687026,0.16348107255097855,0.16348107255097855
turkey_capacity_fabricated_metals_percent,turkey,monthly,as_is,6,134,0.2512947181257853,0.2512947181257853,0.31591166972156765,0.31591166972156765
lead_stock_ton,other_metals,daily,month_end_last,3,137,0.25082409299820485,0.25082409299820485,0.08628720241661736,0.08628720241661736
global_dry_bulk_export,shipping,daily,monthly_sum,2,90,0.25006196689191296,0.25006196689191296,0.2674815820883236,0.2674815820883236
global_dry_bulk_export,shipping,daily,monthly_sum,3,89,0.24948186603665204,0.24948186603665204,0.2684031324480763,0.2684031324480763
global_dry_bulk_import,shipping,daily,monthly_sum,3,89,0.2489241200633642,0.2489241200633642,0.29230507320394966,0.29230507320394966
china_fixed_asset_investment_yoy_pct,china,monthly,as_is,6,122,-0.24823321916622076,0.24823321916622076,-0.5445426816626531,0.5445426816626531
euro_area_industrial_production,global_macro,monthly,as_is,2,138,0.24816206207677385,0.24816206207677385,0.3412375141810455,0.3412375141810455
turkey_capacity_machinery_percent,turkey,monthly,as_is,0,140,-0.24499736480335974,0.24499736480335974,-0.2661389429489843,0.2661389429489843
icsg_refined_balance_ton,icsg,annual,repeat_within_year,0,116,0.2416421820543286,0.2416421820543286,0.2936967098411716,0.2936967098411716
usd_cny,macro_fred,monthly,as_is,0,140,0.24040661016491513,0.24040661016491513,0.24554459775644535,0.24554459775644535
korea_industrial_production,macro_fred,monthly,as_is,6,134,0.2391764343904362,0.2391764343904362,0.3532966162880293,0.3532966162880293
geopolitical_acts_index,risk,monthly,as_is,12,128,0.23886250867651795,0.23886250867651795,0.13906564731734114,0.13906564731734114
turkey_manufacturing_capacity_utilization_percent,turkey,monthly,as_is,6,134,-0.2370954639704578,0.2370954639704578,-0.36163312319067586,0.36163312319067586
india_industrial_production,macro_fred,monthly,as_is,1,137,0.23615969828162245,0.23615969828162245,0.28847051356245446,0.28847051356245446
china_copper_related_dry_bulk_portcalls,shipping,daily,monthly_sum,6,86,0.23590128917980668,0.23590128917980668,0.35553123544154647,0.35553123544154647
india_industrial_production,macro_fred,monthly,as_is,0,137,0.2357524002203324,0.2357524002203324,0.3326488323034704,0.3326488323034704
turkey_capacity_electrical_equipment_percent,turkey,monthly,as_is,12,128,-0.23505671082507748,0.23505671082507748,-0.23749084416773483,0.23749084416773483
copper_stock_ton,copper_market,daily,month_end_last,2,138,-0.23423807876298403,0.23423807876298403,-0.3567289514790524,0.3567289514790524
germany_manufacturing_order_books,macro_fred,monthly,as_is,2,138,-0.23355771821554672,0.23355771821554672,-0.14311791710195595,0.14311791710195595
tin_stock_ton,other_metals,daily,month_end_last,6,134,-0.22985696704436762,0.22985696704436762,-0.28342994802715094,0.28342994802715094
tin_stock_ton,other_metals,daily,month_end_last,12,128,-0.22965242190252352,0.22965242190252352,-0.17712421013161384,0.17712421013161384
coal_australia_usd_per_ton,commodities,monthly,as_is,12,128,0.22951897393142112,0.22951897393142112,0.4228098914171239,0.4228098914171239
us_industrial_production,macro_fred,monthly,as_is,0,139,0.2277254699868951,0.2277254699868951,0.2111959998169241,0.2111959998169241
global_dry_bulk_export,shipping,daily,monthly_sum,1,91,0.2250971459806312,0.2250971459806312,0.27630195891065457,0.27630195891065457
copper_stock_ton,copper_market,daily,month_end_last,1,139,-0.2234493683207806,0.2234493683207806,-0.35301924353107356,0.35301924353107356
korea_industrial_production,macro_fred,monthly,as_is,0,137,0.22250814076601133,0.22250814076601133,0.3163565212219111,0.3163565212219111
euro_area_industrial_production,global_macro,monthly,as_is,3,137,0.2181942566847701,0.2181942566847701,0.3175464167908224,0.3175464167908224
lead_cash_usd_per_ton,other_metals,daily,monthly_mean,1,139,0.21711326594057512,0.21711326594057512,0.3340188726250717,0.3340188726250717
lead_cash_usd_per_ton,other_metals,daily,monthly_mean,0,140,0.21706655142459058,0.21706655142459058,0.3390592148208001,0.3390592148208001
korea_industrial_production,macro_fred,monthly,as_is,12,128,0.21387860551251567,0.21387860551251567,0.2892556308368431,0.2892556308368431
china_ppi_yoy_pct,china,monthly,as_is,0,138,0.21341569188266885,0.21341569188266885,0.23618485617560925,0.23618485617560925
lead_cash_usd_per_ton,other_metals,daily,monthly_mean,2,138,0.21150591308386876,0.21150591308386876,0.31804716333897065,0.31804716333897065
lead_stock_ton,other_metals,daily,month_end_last,6,134,0.21016505075741868,0.21016505075741868,0.05900352375301885,0.05900352375301885
china_copper_related_dry_bulk_import,shipping,daily,monthly_sum,6,86,0.20931498798500697,0.20931498798500697,0.23464314354450683,0.23464314354450683
copper_stock_ton,copper_market,daily,month_end_last,0,140,-0.20703146817484444,0.20703146817484444,-0.3417689133613677,0.3417689133613677
turkey_manufacturing_capacity_utilization_percent,turkey,monthly,as_is,3,137,-0.2053736731398055,0.2053736731398055,-0.3654457619261457,0.3654457619261457
turkey_capacity_basic_metals_percent,turkey,monthly,as_is,12,128,-0.20501218473706118,0.20501218473706118,-0.15008125801135322,0.15008125801135322
china_copper_related_dry_bulk_export,shipping,daily,monthly_sum,1,91,0.20354228679829553,0.20354228679829553,0.4543876413441631,0.4543876413441631
germany_manufacturing_order_books,macro_fred,monthly,as_is,1,138,-0.20317275820131586,0.20317275820131586,-0.11307783549593144,0.11307783549593144
korea_industrial_production,macro_fred,monthly,as_is,1,137,0.20257375633433222,0.20257375633433222,0.29784463597551863,0.29784463597551863
usd_gbp,macro_fred,monthly,as_is,3,137,-0.20229221244150955,0.20229221244150955,-0.07598894841973602,0.07598894841973602
china_copper_related_portcalls,shipping,daily,monthly_sum,1,91,0.20153981938391366,0.20153981938391366,0.24896876844642507,0.24896876844642507
