date,delivery_month,open_cny_per_ton,high_cny_per_ton,low_cny_per_ton,close_cny_per_ton,settlement_cny_per_ton,pre_settlement_cny_per_ton,volume_lots,open_interest_lots,open_interest_change,turnover
2021-09-28,2111,69090.0,69550.0,69050.0,69230,69240,69330,77495,117870,3762,2682883.79
2021-09-29,2111,69110.0,69210.0,68290.0,68360,68640,69240,121933,117320,-550,4185157.225
2021-09-30,2111,68490.0,68700.0,67890.0,67950,68170,68640,99026,119551,2231,3375321.36
2021-10-08,2111,68970.0,69700.0,68820.0,68840,69270,68170,84488,119513,-38,2926571.26
2021-10-11,2111,68950.0,70350.0,68930.0,70260,69560,69270,143162,139746,20233,4979636.555
2021-10-12,2111,70280.0,71140.0,69400.0,69680,70310,69560,144814,141275,1529,5091017.485
2021-10-13,2111,70310.0,70740.0,69480.0,70100,70150,70310,144545,141888,613,5070453.61
2021-10-14,2111,70680.0,73630.0,70480.0,72480,71810,70150,238778,160785,18897,8573639.715
2021-10-15,2111,72620.0,74340.0,72620.0,73820,73610,71810,183489,162564,1779,6753590.075
2021-10-18,2111,75010.0,76700.0,74480.0,76270,75630,73610,221067,158195,-4369,8360481.41
2021-10-19,2111,75510.0,76170.0,74510.0,75810,75290,75630,147924,149675,-8520,5568910.38
2021-10-20,2111,75490.0,75490.0,72480.0,73380,73640,75290,197841,131489,-18186,7285049.745
2021-10-21,2112,73500.0,74880.0,72350.0,72600,73940,73500,152176,147991,3815,5626606.505
2021-10-22,2112,72580.0,72940.0,71370.0,72390,72160,73940,233307,155196,7205,8418381.18
2021-10-25,2112,71900.0,72460.0,70820.0,72110,71740,72160,193102,157245,2049,6927393.29
2021-10-26,2112,71900.0,72500.0,71580.0,72000,72010,71740,139144,159882,2637,5010468.96
2021-10-27,2112,71990.0,72290.0,70560.0,70560,71450,72010,194977,150037,-9845,6965820.045
2021-10-28,2112,70300.0,71530.0,69660.0,71110,70370,71450,213682,153377,3340,7519095.825
2021-10-29,2112,70800.0,71300.0,70150.0,70540,70800,70370,132432,150947,-2430,4688526.075
2021-11-01,2112,70200.0,70770.0,69720.0,70140,70240,70800,122502,150554,-393,4302612.18
2021-11-02,2112,70140.0,70990.0,69380.0,69660,69980,70240,142807,149521,-1033,4997510.29
2021-11-03,2112,70200.0,71470.0,69750.0,71350,70400,69980,128403,160201,10680,4520363.08
2021-11-04,2112,71000.0,71100.0,69610.0,70150,70270,70400,138708,155384,-4817,4874163.98
2021-11-05,2112,70630.0,70680.0,68770.0,69590,69500,70270,166446,157158,1774,5784369.61
2021-11-08,2112,69400.0,70650.0,69340.0,70000,70030,69500,121313,152708,-4450,4248257.14
2021-11-09,2112,70220.0,70880.0,70030.0,70550,70520,70030,95172,153566,858,3355861.235
2021-11-10,2112,70950.0,70960.0,69720.0,70330,70180,70520,108019,151805,-1761,3790463.035
2021-11-11,2112,70210.0,70720.0,69580.0,70420,70240,70180,129162,148807,-2998,4536810.915
2021-11-12,2112,70650.0,71170.0,70430.0,70570,70750,70240,122058,144542,-4265,4318103.725
2021-11-15,2112,70570.0,71500.0,70400.0,70830,70940,70750,108729,145210,668,3856636.855
2021-11-16,2112,71030.0,71220.0,70210.0,70360,70820,70940,108271,133480,-11730,3833970.55
2021-11-17,2112,70640.0,70700.0,69800.0,70140,70180,70820,115483,128600,-4880,4052731.565
2021-11-18,2112,69720.0,70060.0,68800.0,68910,69250,70180,145132,123222,-5378,5025780.44
2021-11-19,2201,68720.0,70580.0,68200.0,70510,69530,68850,161202,149907,4286,5604544.51
2021-11-22,2201,70050.0,70960.0,69950.0,70180,70440,69530,127728,158184,8277,4498938.26
2021-11-23,2201,70370.0,71620.0,70150.0,70740,70970,70440,143163,172977,14793,5080790.35
2021-11-24,2201,71060.0,71580.0,70770.0,71220,71130,70970,92335,176086,3109,3284015.24
2021-11-25,2201,71620.0,72260.0,71580.0,71970,71910,71130,120822,188075,11989,4344386.615
2021-11-26,2201,72140.0,72140.0,70410.0,70560,71060,71910,126260,171059,-17016,4486257.3
2021-11-29,2201,69800.0,70460.0,69330.0,70230,69860,71060,159820,162149,-8910,5583012.755
2021-11-30,2201,70410.0,70530.0,69170.0,69450,69850,69860,121960,155294,-6855,4260058.21
2021-12-01,2201,69710.0,69860.0,69020.0,69650,69510,69850,110032,154776,-518,3824589.31
2021-12-02,2201,69500.0,69600.0,68620.0,68650,69100,69510,132747,155980,1204,4586720.935
2021-12-03,2201,68830.0,69850.0,68650.0,69460,69230,69100,122548,152611,-3369,4242282.5
2021-12-06,2201,69390.0,69790.0,68910.0,69080,69330,69230,111405,149335,-3276,3862037.425
2021-12-07,2201,69460.0,69770.0,69320.0,69420,69520,69330,90812,144887,-4448,3156802.275
2021-12-08,2201,70160.0,70240.0,69390.0,69570,69710,69520,92258,139268,-5619,3215924.025
2021-12-09,2201,69510.0,70130.0,69290.0,69710,69700,69710,97714,139423,155,3405392.115
2021-12-10,2201,69360.0,69570.0,69180.0,69530,69410,69700,79270,135694,-3729,2751337.65
2021-12-13,2201,69560.0,69660.0,69230.0,69570,69420,69410,78333,136367,673,2719106.075
2021-12-14,2201,69270.0,69350.0,68510.0,68910,68910,69420,99921,133844,-2523,3442845.87
2021-12-15,2201,69100.0,69150.0,68000.0,68000,68660,68910,95585,135574,1730,3281452.475
2021-12-16,2201,67860.0,68760.0,67040.0,68590,67940,68660,132546,125813,-9761,4503120.01
2021-12-17,2201,69160.0,69560.0,69010.0,69370,69280,67940,92896,106771,-19042,3218182.86
2021-12-20,2202,69260.0,69350.0,68380.0,68500,68880,69150,71980,132955,4653,2479172.305
2021-12-21,2202,68690.0,69300.0,68610.0,69230,69000,68880,83762,136634,3679,2890048.125
2021-12-22,2202,69340.0,69800.0,69170.0,69690,69500,69000,74042,138605,1971,2573015.765
2021-12-23,2202,69940.0,70200.0,69790.0,70180,69960,69500,81994,144770,6165,2868556.805
2021-12-24,2202,69800.0,70200.0,69470.0,69750,69790,69960,83911,142606,-2164,2928176.94
2021-12-27,2202,69770.0,69970.0,69490.0,69530,69730,69790,60360,140027,-2579,2104664.47
2021-12-28,2202,69810.0,70870.0,69700.0,70450,70330,69730,91362,148144,8117,3212815.865
2021-12-29,2202,70650.0,70780.0,69770.0,70200,70240,70330,73868,141209,-6935,2594254.745
2021-12-30,2202,69940.0,70240.0,69830.0,70010,70020,70240,65370,138956,-2253,2288704.81
2021-12-31,2202,70200.0,70550.0,69770.0,70380,70120,70020,76394,133670,-5286,2678675.205
2022-01-04,2202,70510.0,70550.0,69580.0,69730,69800,70120,57689,127675,-5995,2013482.86
2022-01-05,2202,69740.0,70770.0,69690.0,70110,70250,69800,79815,128210,535,2803754.215
2022-01-06,2202,70310.0,70390.0,69440.0,69490,69890,70250,83117,122511,-5699,2904549.625
2022-01-07,2202,69400.0,69800.0,69000.0,69520,69340,69890,81771,115000,-7511,2835087.3
2022-01-10,2202,69470.0,69980.0,69410.0,69780,69730,69340,59048,111072,-3928,2058900.83
2022-01-11,2202,69780.0,69950.0,69100.0,69720,69570,69730,72730,109625,-1447,2530008.375
2022-01-12,2202,69910.0,71330.0,69610.0,71170,70530,69570,99650,120293,10668,3514421.8
2022-01-13,2202,71860.0,72500.0,71260.0,71440,71910,70530,110022,117648,-2645,3955885.825
2022-01-14,2202,71900.0,72040.0,71000.0,71460,71460,71910,87675,108319,-9329,3132662.91
2022-01-17,2203,71200.0,71240.0,69890.0,70190,70230,71550,98660,132164,-10636,3464679.38
2022-01-18,2203,69820.0,70270.0,69730.0,70100,70010,70230,59145,135164,3000,2070510.835
2022-01-19,2203,69880.0,70230.0,69670.0,70020,70000,70010,74996,136183,1019,2625082.165
2022-01-20,2203,70490.0,71360.0,70380.0,71180,70840,70000,104527,150151,13968,3702723.3
2022-01-21,2203,71190.0,71880.0,70790.0,71290,71290,70840,94910,154349,4198,3383477.98
2022-01-24,2203,71280.0,71990.0,70410.0,70480,71130,71290,116128,145535,-8814,4130473.09
2022-01-25,2203,70020.0,70140.0,69520.0,69570,69820,71130,116496,139370,-6165,4067367.67
2022-01-26,2203,69570.0,70780.0,69360.0,70730,70100,69820,95307,138315,-1055,3340965.145
2022-01-27,2203,70910.0,71230.0,69770.0,69780,70510,70100,85803,129985,-8330,3025381.11
2022-01-28,2203,70500.0,70970.0,70030.0,70290,70460,70510,79210,129300,-685,2790946.98
2022-02-07,2203,71000.0,71180.0,70290.0,70430,70800,70460,49911,126890,-2410,1766930.215
2022-02-08,2203,70630.0,70780.0,70200.0,70590,70580,70800,56593,128164,1274,1997423.115
2022-02-09,2203,70060.0,70590.0,69770.0,70450,70240,70580,70633,129062,898,2480928.475
2022-02-10,2203,70840.0,73040.0,70760.0,73030,71970,70240,142439,157385,28323,5126352.365
2022-02-11,2203,73320.0,73650.0,71140.0,71480,72510,71970,152263,146828,-10557,5520890.18
2022-02-14,2203,71650.0,71860.0,70580.0,71360,71250,72510,106807,133716,-13112,3805336.525
2022-02-15,2203,71070.0,71300.0,70540.0,71060,70870,71250,82171,125982,-7734,2912111.91
2022-02-16,2203,71410.0,71630.0,70970.0,71510,71360,70870,60175,124783,-1199,2147307.19
2022-02-17,2203,71550.0,71660.0,71030.0,71160,71360,71360,52066,118893,-5890,1857744.505
2022-02-18,2203,71250.0,72070.0,71110.0,71890,71510,71360,62479,117671,-1222,2234094.895
2022-02-21,2203,71510.0,71980.0,71230.0,71460,71490,71510,72498,104457,-13214,2591645.965
2022-02-22,2203,71150.0,71320.0,70960.0,71030,71110,71490,65454,89642,-14815,2327387.18
2022-02-23,2204,71450.0,71550.0,71100.0,71380,71340,71160,61340,128828,7605,2188014.06
2022-02-24,2204,71320.0,71380.0,70520.0,70970,70870,71340,111204,131418,2590,3940718.57
2022-02-25,2204,71360.0,71640.0,70550.0,70690,71030,70870,113707,132993,1575,4038774.815
2022-02-28,2204,70660.0,71110.0,70530.0,70990,70840,71030,72209,133553,560,2557661.095
2022-03-01,2204,70920.0,71150.0,70660.0,71050,70920,70840,59799,133338,-215,2120584.925
2022-03-02,2204,71150.0,71790.0,71120.0,71520,71490,70920,92002,140196,6858,3288697.185
2022-03-03,2204,73000.0,73120.0,71820.0,73010,72590,71490,135552,150786,10590,4920023.005
2022-03-04,2204,73000.0,73240.0,72240.0,72890,72740,72590,122656,149833,-953,4461110.165
2022-03-07,2204,72800.0,75610.0,72660.0,74980,74350,72740,164131,156329,6496,6101747.28
2022-03-08,2204,74900.0,77270.0,70560.0,74000,73520,74350,242689,139982,-16347,8921288.17
2022-03-09,2204,71880.0,73250.0,71880.0,72720,72750,73520,118144,126949,-13033,4297578.03
2022-03-10,2204,72000.0,72460.0,71440.0,71940,71850,72750,98015,116352,-10597,3521202.81
2022-03-11,2204,72300.0,72460.0,71830.0,72150,72130,71850,58980,111552,-4800,2127282.73
2022-03-14,2204,72390.0,72410.0,71750.0,71780,72010,72130,56960,111596,44,2051125.77
2022-03-15,2204,71260.0,71800.0,71260.0,71360,71480,72010,68140,110054,-1542,2435474.45
2022-03-16,2204,71200.0,72260.0,71150.0,72090,71660,71480,69098,105440,-4614,2476100.41
2022-03-17,2204,72120.0,72570.0,72000.0,72250,72270,71660,52124,102561,-2879,1883723.52
2022-03-18,2205,72550.0,73260.0,72380.0,72780,72790,72200,64847,122760,16193,2360172.65
2022-03-21,2205,72800.0,73780.0,72630.0,72880,73150,72790,83482,136789,14029,3053459.165
2022-03-22,2205,73010.0,73320.0,72880.0,73120,73130,73150,46312,144291,7502,1693612.94
2022-03-23,2205,73660.0,73670.0,72820.0,73180,73150,73130,52581,146263,1972,1923211.445
2022-03-24,2205,73500.0,73950.0,73380.0,73580,73640,73150,65180,153880,7617,2400234.645
2022-03-25,2205,73600.0,73920.0,73300.0,73560,73570,73640,56602,153934,54,2082199.25
2022-03-28,2205,73500.0,73500.0,72700.0,72940,73040,73570,72433,152869,-1065,2645598.685
2022-03-29,2205,73250.0,73830.0,73130.0,73570,73540,73040,66283,159874,7005,2437347.1
2022-03-30,2205,73270.0,74310.0,73120.0,74210,73670,73540,82724,166961,7087,3047423.845
2022-03-31,2205,73710.0,73870.0,73280.0,73320,73540,73670,71439,155903,-11058,2626974.415
2022-04-01,2205,73540.0,73700.0,73030.0,73160,73370,73540,58868,152682,-3221,2159683.52
2022-04-06,2205,73980.0,73990.0,73510.0,73720,73710,73370,39492,155196,2514,1455500.675
2022-04-07,2205,73720.0,73950.0,73350.0,73410,73560,73710,55126,154531,-665,2027719.295
2022-04-08,2205,73280.0,73930.0,73180.0,73760,73520,73560,55949,158724,4193,2056835.04
2022-04-11,2205,73690.0,73760.0,73160.0,73230,73400,73520,60836,153639,-5085,2232919.675
2022-04-12,2205,73200.0,73450.0,72930.0,73350,73230,73400,70395,151281,-2358,2577619.775
2022-04-13,2205,73300.0,74450.0,73240.0,74030,73920,73230,86744,157434,6153,3206284.175
2022-04-14,2205,73790.0,74270.0,73620.0,74180,73940,73920,53307,157429,-5,1970791.775
2022-04-15,2205,73820.0,75100.0,73780.0,74970,74550,73940,67161,164995,7566,2503692.985
2022-04-18,2205,74890.0,75320.0,74650.0,74760,74930,74550,52462,156720,-8275,1965516.175
2022-04-19,2205,74910.0,75500.0,74800.0,75040,75160,74930,63367,149391,-7329,2381425.86
2022-04-20,2205,74760.0,74770.0,74320.0,74480,74510,75160,60056,135362,-14029,2237591.53
2022-04-21,2205,74140.0,74750.0,74140.0,74480,74470,74510,48008,126276,-9086,1787678.005
2022-04-22,2205,74800.0,75200.0,74690.0,75010,74920,74470,58874,122400,-3876,2205632.84
2022-04-25,2206,74980.0,75150.0,73310.0,73340,74040,74840,131505,143815,2617,4868857.355
2022-04-26,2206,73170.0,73750.0,72500.0,73260,73100,74040,113019,148859,5044,4130930.61
2022-04-27,2206,72990.0,73560.0,72910.0,73320,73240,73100,81889,148335,-524,2999082.14
2022-04-28,2206,73100.0,73540.0,72870.0,73320,73210,73240,71044,150234,1899,2600823.995
2022-04-29,2206,73320.0,73960.0,72940.0,73600,73330,73210,73894,149754,-480,2709499.245
2022-05-05,2206,72940.0,73440.0,72710.0,72760,73050,73330,61604,150524,770,2250258.7
2022-05-06,2206,72380.0,72560.0,71820.0,72050,72170,73050,109319,155058,4534,3945237.57
2022-05-09,2206,71900.0,72040.0,71430.0,71440,71680,72170,93092,155923,865,3336440.885
2022-05-10,2206,70920.0,71950.0,70870.0,71720,71370,71680,110712,155273,-650,3950833.34
2022-05-11,2206,71660.0,71830.0,70810.0,71580,71470,71370,88796,152143,-3130,3173547.825
2022-05-12,2206,71470.0,71940.0,70850.0,70880,71400,71470,84662,156541,4398,3022691.81
2022-05-13,2206,70300.0,71130.0,70060.0,71060,70600,71400,100302,155842,-699,3540898.87
2022-05-16,2206,70580.0,71780.0,70360.0,71270,71110,70600,89343,148860,-6982,3176608.965
2022-05-17,2206,71750.0,71880.0,71320.0,71790,71640,71110,63091,140404,-8456,2260228.18
2022-05-18,2206,72060.0,72120.0,71310.0,71340,71730,71640,56167,133805,-6599,2014700.29
2022-05-19,2206,71400.0,71620.0,71000.0,71530,71340,71730,70782,125911,-7894,2525015.47
2022-05-20,2206,71540.0,72020.0,71540.0,71900,71770,71340,65352,116011,-9900,2345415.585
2022-05-23,2206,71960.0,72260.0,71670.0,72050,72020,71770,55949,107212,-8799,2014834.625
2022-05-24,2206,72260.0,72260.0,71670.0,71770,72040,72020,52383,98178,-9034,1886901.35
2022-05-25,2207,71310.0,71670.0,71260.0,71530,71430,71760,52878,121761,3768,1888642.375
2022-05-26,2207,71150.0,71410.0,70960.0,71080,71180,71430,63239,131511,9750,2250767.075
2022-05-27,2207,71380.0,72150.0,71300.0,71900,71780,71180,77992,135427,3916,2799422.425
2022-05-30,2207,71790.0,72230.0,71750.0,71950,71970,71780,57004,138162,2735,2051505.04
2022-05-31,2207,72010.0,72290.0,71870.0,72120,72100,71970,50706,140486,2324,1828053.325
2022-06-01,2207,71970.0,72000.0,71400.0,71600,71630,72100,62601,139921,-565,2242255.07
2022-06-02,2207,72020.0,72200.0,71760.0,72130,72010,71630,55476,141637,1716,1997665.59
2022-06-06,2207,73020.0,73120.0,72510.0,72680,72740,72010,62085,148193,6556,2258278.075
2022-06-07,2207,72930.0,72930.0,72410.0,72460,72690,72740,44634,149533,1340,1622253.075
2022-06-08,2207,72350.0,72920.0,72320.0,72790,72700,72690,58408,154356,4823,2123171.075
2022-06-09,2207,72800.0,73050.0,72700.0,72810,72830,72700,49609,154944,588,1806675.195
2022-06-10,2207,72650.0,72700.0,72380.0,72650,72530,72830,56491,153019,-1925,2048844.925
2022-06-13,2207,72300.0,72470.0,71610.0,71720,71950,72530,92405,144037,-8982,3324582.79
2022-06-14,2207,71320.0,71680.0,71110.0,71570,71390,71950,77694,141043,-2994,2773419.12
2022-06-15,2207,71270.0,71350.0,70660.0,70670,71010,71390,87721,140983,-60,3114559.72
2022-06-16,2207,70870.0,71180.0,70530.0,70540,70780,71010,74004,134901,-6082,2619285.31
2022-06-17,2207,69820.0,69940.0,69150.0,69740,69610,70780,105680,128917,-5984,3678454.375
2022-06-20,2207,69450.0,69450.0,68000.0,68000,68670,69610,116285,125733,-3184,3993137.38
2022-06-21,2207,67990.0,68700.0,67680.0,68030,68180,68670,84035,113914,-11819,2865024.35
2022-06-22,2207,68400.0,68980.0,67030.0,67060,68000,68180,85059,107154,-6760,2892171.185
2022-06-23,2208,66450.0,67120.0,65340.0,66190,66190,67770,125537,126060,4754,4155187.355
2022-06-24,2208,65390.0,65690.0,63350.0,63440,64430,66190,173900,143339,17279,5602258.89
2022-06-27,2208,63300.0,64680.0,61620.0,63750,63440,64430,230142,146507,3168,7300166.435
2022-06-28,2208,63760.0,64910.0,63470.0,64890,64060,63440,126386,135020,-11487,4048435.445
2022-06-29,2208,64800.0,64880.0,62960.0,63470,63950,64060,155790,141986,6966,4981811.53
2022-06-30,2208,64440.0,64680.0,63690.0,63850,64200,63950,111692,139765,-2221,3585515.085
2022-07-01,2208,63150.0,63380.0,61420.0,61630,62590,64200,177406,151502,11737,5552309.59
2022-07-04,2208,61400.0,61880.0,60630.0,60660,61240,62590,152453,154283,2781,4668755.645
2022-07-05,2208,61090.0,61480.0,60070.0,60110,60900,61240,147521,155659,1376,4492231.42
2022-07-06,2208,59490.0,59500.0,55510.0,57620,57860,60900,268494,164552,8893,7767836.125
2022-07-07,2208,58000.0,59550.0,57160.0,58640,58230,57860,226074,152780,-11772,6582304.325
2022-07-08,2208,59850.0,60540.0,58750.0,58960,59690,58230,179906,146409,-6371,5369619.74
2022-07-11,2208,59050.0,59780.0,57870.0,58480,58730,59690,152066,146028,-381,4466043.26
2022-07-12,2208,58550.0,58630.0,57250.0,57320,57940,58730,145196,146644,616,4206826.11
2022-07-13,2208,56960.0,56980.0,55350.0,56030,56130,57940,196041,153759,7115,5502380.48
2022-07-14,2208,55530.0,56690.0,54750.0,55450,55740,56130,237122,148648,-5111,6608725.905
2022-07-15,2208,55400.0,55400.0,53400.0,53480,54600,55740,206134,143350,-5298,5627726.8
2022-07-18,2208,54200.0,56460.0,54020.0,56390,55310,54600,227369,131640,-11710,6288797.82
2022-07-19,2208,56430.0,57430.0,55710.0,56030,56490,55310,135345,122993,-8647,3823493.0
2022-07-20,2208,56100.0,57340.0,55360.0,56840,56360,56490,134354,116095,-6898,3786229.61
2022-07-21,2208,56850.0,57300.0,55940.0,56180,56490,56360,117577,111861,-4234,3321536.955
2022-07-22,2208,56180.0,57080.0,55740.0,56930,56450,56490,118965,107507,-4354,3357901.855
2022-07-25,2209,56660.0,57850.0,56570.0,57010,57160,56260,143169,134548,7564,4091936.64
2022-07-26,2209,57290.0,59040.0,57290.0,58890,58050,57160,160993,152178,17630,4673585.8
2022-07-27,2209,58730.0,58840.0,57720.0,58390,58250,58050,145415,153367,1189,4235647.915
2022-07-28,2209,58280.0,60060.0,57960.0,59990,59120,58250,161288,155978,2611,4768437.375
2022-07-29,2209,59610.0,60170.0,59230.0,60100,59670,59120,147588,157641,1663,4403988.525
2022-08-01,2209,60180.0,61260.0,59920.0,60840,60690,59670,174005,159606,1965,5280838.315
2022-08-02,2209,61020.0,61250.0,59120.0,60250,60050,60690,182051,155093,-4513,5466971.515
2022-08-03,2209,60450.0,60700.0,59510.0,59780,60050,60050,179147,157522,2429,5379341.86
2022-08-04,2209,60050.0,60170.0,58730.0,58750,59420,60050,137931,160822,3300,4098551.175
2022-08-05,2209,59100.0,60560.0,58540.0,60310,59710,59420,182012,164183,3361,5434150.34
2022-08-08,2209,60080.0,61200.0,59710.0,60930,60570,59710,160061,162318,-1865,4847999.7
2022-08-09,2209,60880.0,61700.0,60680.0,61220,61200,60570,134470,160967,-1351,4114952.525
2022-08-10,2209,61390.0,61890.0,60760.0,61040,61350,61200,133240,160500,-467,4087190.22
2022-08-11,2209,61960.0,62790.0,61600.0,62690,62100,61350,154253,160597,97,4789925.935
2022-08-12,2209,62800.0,63010.0,62420.0,62930,62720,62100,115720,162236,1639,3629328.085
2022-08-15,2209,62390.0,62440.0,61240.0,61480,61940,62720,139942,159259,-2977,4334254.05
2022-08-16,2209,61040.0,62460.0,60830.0,62040,61760,61940,126975,155892,-3367,3921260.235
2022-08-17,2209,62110.0,62410.0,61770.0,61960,62080,61760,100558,151242,-4650,3121695.99
2022-08-18,2209,61770.0,61900.0,61150.0,61170,61540,62080,116574,151030,-212,3586991.25
2022-08-19,2209,62100.0,62610.0,61890.0,61980,62250,61540,110989,148840,-2190,3455050.9
2022-08-22,2209,62500.0,63400.0,62350.0,62770,62880,62250,109392,143995,-4845,3439780.26
2022-08-23,2209,62560.0,63270.0,62340.0,63040,62820,62880,81774,134350,-9645,2568588.975
2022-08-24,2210,62880.0,63330.0,62630.0,63060,62940,62400,92868,136655,6441,2922607.23
2022-08-25,2210,62720.0,62850.0,62400.0,62780,62620,62940,113853,149094,12439,3564937.7
2022-08-26,2210,63030.0,63730.0,62910.0,63690,63340,62620,113042,164183,15089,3580328.22
2022-08-29,2210,64210.0,64560.0,62280.0,62550,63380,63340,185856,166219,2036,5889875.25
2022-08-30,2210,62700.0,62840.0,61990.0,62200,62370,63380,117080,163034,-3185,3651415.775
2022-08-31,2210,61840.0,62340.0,61580.0,62060,61940,62370,127826,159941,-3093,3959142.205
2022-09-01,2210,60900.0,61520.0,60350.0,60680,60920,61940,167919,162153,2212,5114931.605
2022-09-02,2210,60530.0,60530.0,59300.0,59540,59840,60920,161035,167757,5604,4818448.88
2022-09-05,2210,59700.0,60670.0,59450.0,60580,60060,59840,158964,167403,-354,4774073.845
2022-09-06,2210,60380.0,61650.0,60360.0,61630,60940,60060,123553,161288,-6115,3765272.97
2022-09-07,2210,61380.0,61500.0,60390.0,60550,60970,60940,123977,163704,2416,3779516.8
2022-09-08,2210,60890.0,61360.0,60490.0,61150,60960,60970,123027,161574,-2130,3750069.805
2022-09-09,2210,61450.0,63100.0,61290.0,63070,62280,60960,158026,162113,539,4921658.475
2022-09-13,2210,63170.0,63560.0,62880.0,63190,63160,62280,73290,159448,-2665,2314562.43
2022-09-14,2210,62920.0,63050.0,62120.0,62280,62490,63160,123846,157446,-2002,3869945.62
2022-09-15,2210,62280.0,62790.0,61870.0,62220,62290,62490,118765,152790,-4656,3699419.46
2022-09-16,2210,62010.0,62320.0,61810.0,61950,62010,62290,105047,145499,-7291,3257487.84
2022-09-19,2210,62110.0,63200.0,62050.0,62280,62570,62010,112402,140415,-5084,3517057.435
2022-09-20,2210,62020.0,62930.0,61960.0,62600,62480,62570,89148,133173,-7242,2785416.4
2022-09-21,2210,62400.0,62970.0,62260.0,62760,62550,62480,77123,131777,-1396,2412168.485
2022-09-22,2210,62290.0,62850.0,61890.0,62430,62390,62550,118153,123593,-8184,3686112.44
2022-09-23,2210,62990.0,63000.0,62090.0,62180,62530,62390,78763,116679,-6914,2462834.825
2022-09-26,2210,61180.0,61510.0,60620.0,60700,61080,62530,141617,102539,-14140,4325292.115
2022-09-27,2211,60100.0,60850.0,59850.0,60470,60360,60320,113406,142293,1373,3422987.32
2022-09-28,2211,60700.0,60770.0,59860.0,60020,60200,60360,101191,148030,5737,3046339.43
2022-09-29,2211,60540.0,61210.0,60340.0,60870,60780,60200,111097,148758,728,3376485.505
2022-09-30,2211,61280.0,61410.0,60630.0,61320,61070,60780,101617,142520,-6238,3103112.23
2022-10-10,2211,61070.0,61630.0,61050.0,61260,61300,61070,72287,143498,978,2215797.345
2022-10-11,2211,62000.0,62730.0,61870.0,62360,62300,61300,112508,155384,11886,3504776.425
2022-10-12,2211,62510.0,62820.0,62020.0,62720,62350,62300,96511,159833,4449,3009084.295
2022-10-13,2211,62530.0,62630.0,62160.0,62340,62440,62350,84695,160522,689,2644210.49
2022-10-14,2211,62050.0,63740.0,61880.0,63700,62940,62440,141755,172003,11481,4461577.655
2022-10-17,2211,63700.0,63760.0,62840.0,63080,63200,62940,107335,163256,-8747,3391947.66
2022-10-18,2211,63340.0,63450.0,62600.0,62650,62830,63200,96499,152146,-11110,3031927.115
2022-10-19,2211,62460.0,62540.0,61950.0,62120,62210,62830,93539,144949,-7197,2909798.255
2022-10-20,2211,62230.0,62490.0,61980.0,62270,62170,62210,82732,137094,-7855,2571918.53
2022-10-21,2211,62750.0,63400.0,62590.0,62820,63070,62170,96569,132547,-4547,3045505.195
2022-10-24,2212,61680.0,63440.0,61680.0,62840,62750,62030,115396,171345,11312,3621125.595
2022-10-25,2212,62980.0,63190.0,62700.0,63060,62970,62750,77210,180053,8708,2431000.715
2022-10-26,2212,62510.0,63110.0,62510.0,62750,62780,62970,89367,185041,4988,2805279.165
2022-10-27,2212,63200.0,63730.0,63140.0,63450,63470,62780,100565,195630,10589,3191549.015
2022-10-28,2212,63630.0,64160.0,62740.0,62830,63470,63470,133310,195128,-502,4230851.145
2022-10-31,2212,62730.0,62960.0,61850.0,62060,62370,63470,149926,190869,-4259,4676077.395
2022-11-01,2212,61800.0,63510.0,61760.0,63350,62710,62370,143225,189728,-1141,4491287.44
2022-11-02,2212,63660.0,63950.0,63120.0,63570,63570,62710,95485,191357,1629,3035014.65
2022-11-03,2212,63400.0,63630.0,63150.0,63350,63400,63570,72791,190708,-649,2307649.96
2022-11-04,2212,62810.0,64520.0,62720.0,64250,63560,63400,132397,192238,1530,4207953.13
2022-11-07,2212,65500.0,66420.0,64970.0,65730,65580,63560,187038,201771,9533,6133814.29
2022-11-08,2212,65330.0,65850.0,64950.0,65780,65330,65580,108697,200587,-1184,3551088.545
2022-11-09,2212,65900.0,66740.0,65820.0,66580,66190,65330,133221,204380,3793,4409015.665
2022-11-10,2212,66200.0,67230.0,66130.0,66750,66640,66190,147374,199754,-4626,4910794.975
2022-11-11,2212,66550.0,68420.0,66460.0,67630,67600,66640,209808,197600,-2154,7091692.385
2022-11-14,2212,67670.0,68330.0,66660.0,67010,67490,67600,190728,185487,-12113,6436131.8
2022-11-15,2212,66670.0,67240.0,66440.0,67190,66880,67490,113258,177232,-8255,3787594.28
2022-11-16,2212,66870.0,67120.0,66340.0,66710,66690,66880,104038,167024,-10208,3469650.835
2022-11-17,2212,66710.0,66750.0,66000.0,66510,66320,66690,90982,158047,-8977,3017126.8
2022-11-18,2212,66210.0,66290.0,65650.0,65740,65860,66320,92310,148056,-9991,3040167.33
2022-11-21,2212,65510.0,65580.0,64730.0,65030,65110,65860,97528,132814,-15242,3175161.78
2022-11-22,2212,64640.0,64820.0,64260.0,64410,64620,65110,81536,121664,-11150,2634571.715
2022-11-23,2212,65020.0,65350.0,64590.0,64890,64950,64620,73475,109897,-11767,2386161.9
2022-11-24,2301,64630.0,65200.0,64460.0,64990,64850,64710,68152,144893,6364,2209939.92
2022-11-25,2301,64850.0,65280.0,64730.0,65170,65020,64850,64166,148708,3815,2086095.91
