date,usa_sp500,usa_dow_jones,usa_nasdaq_composite,china_csi300,chile_ipsa,peru_bvl_general,germany_dax,japan_nikkei225,india_nifty50,south_korea_kospi,indonesia_jakarta_composite,turkey_bist100,uk_ftse100,hong_kong_hang_seng,australia_asx200,canada_tsx_composite,poland_wig20
2021-05-01,4167.849536132812,34270.30859375,13520.229052734376,5159.540555555555,4366.713,21041.71,15305.75,28517.088216145832,14983.525,3168.2368421052633,5877.761747472427,1434.7888929578994,7024.07373046875,28537.13447265625,7067.01904296875,19442.9048828125,2123.774
2021-06-01,4238.48954634233,34289.906782670456,14097.169078480114,5204.058095238095,4312.0705,18850.91,15618.97403231534,28943.229225852272,15733.677201704546,3259.139981356534,6040.891950334822,1419.7045454545455,7097.418212890625,28850.197172619046,7297.609514508928,20110.072798295456,2239.870476190476
2021-07-01,4363.712797619048,34798.80431547619,14639.07287016369,5049.455,4226.449523809524,17671.77,15573.488991477272,28118.755859375,15783.09765625,3254.573164506392,6055.4228748139885,1370.9764763327205,7047.627263849432,27252.40662202381,7337.186345880682,20165.295107886905,2247.3013636363635
2021-08-01,4453.965931285511,35243.96590909091,14856.517711292614,4902.488181818182,4347.175454545454,17653.54,15816.081365411932,27692.72888764881,16470.459449404763,3182.5009416852677,6111.3187255859375,1441.4476260230654,7138.514299665178,25928.810901988636,7522.081809303977,20462.614304315477,2291.39
2021-09-01,4445.543317522322,34688.42131696428,15023.538550967261,4894.492,4397.384761904762,18279.15,15584.468616832386,29893.56865234375,17508.614304315477,3141.6994885896383,6114.235018643466,1425.25908314098,7065.090909090909,25223.371558779763,7397.563698508523,20510.93824404762,2341.814090909091
2021-10-01,4460.707077752976,35055.517857142855,14879.01232328869,4921.5575,4109.807,20737.77,15401.868071056548,28586.19754464286,18020.22001953125,2989.8731368215463,6525.4564453125,1434.065008544922,7163.1142810639885,25304.148871527777,7338.580984933035,20777.575,2414.0852380952383
2021-11-01,4667.386648995535,35848.57068452381,15814.932896205357,4869.429090909091,4455.013809523809,20416.43,15938.779651988636,29370.6083984375,17718.8923828125,2964.3018022017045,6630.987171519886,1682.8772693980825,7264.772727272727,24912.931906960228,7385.886341441761,21439.104580965908,2309.286
2021-12-01,4674.772771661932,35641.333806818184,15474.43172940341,4951.0199999999995,4293.660476190476,21111.73,15587.753348214286,28514.228249289772,17174.26944633152,2988.494074041193,6585.783824573864,1966.3521728515625,7280.233305431548,23481.234019886364,7351.280947730655,20917.447451636905,2213.439047619048
2022-01-01,4573.815454101563,35456.1447265625,14531.377490234376,4775.3426315789475,4455.882380952381,22943.81,15762.909970238095,27903.988384046053,17770.6224609375,2859.066830283717,6649.136951264881,2007.585693359375,7501.0,23974.514694940477,7299.342028166118,21033.24501953125,2293.0389999999998
2022-02-01,4435.980494449013,34648.48026315789,13898.728412828947,4606.391875,4538.178,23749.03,15095.82490234375,27066.525390625,17225.939990234376,2724.0150146484375,6816.796115451389,2000.1100036621094,7535.4099609375,24154.535386029413,7162.760009765625,21232.373663651317,2141.349
